Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Alejandro Primo,ESP,GK,Levante,La Liga,17,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Grischa Prömel,GER,MF,Union Berlin,Bundesliga,26,1995,26.9,4,0,0,47,63,2,7,44,30,0,0,0,285,44,50,46.8
Nick Proschwitz,GER,FW,Hoffenheim,Bundesliga,34,1986,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
Ivan Provedel,ITA,GK,Spezia,Serie A,27,1994,30.7,2,0,0,2,4,0,0,0,0,0,2,1,138,0,0,
Javi Puado,ESP,FW,Espanyol,La Liga,23,1998,24.9,5,0,0,27,31,6,14,25,19,0,0,0,134,17,46,27
Pubill,ESP,DF,Levante,La Liga,18,2003,5.7,1,0,0,11,9,0,12,7,12,0,0,0,37,6,4,60
Antonio Puertas,ESP,MF,Granada,La Liga,29,1992,25.1,4,0,0,51,34,8,36,11,21,0,1,0,146,55,82,40.1
Riqui Puig,ESP,MF,Barcelona,La Liga,21,1999,5.4,0,0,0,9,15,0,1,5,3,0,0,0,42,0,4,0
Teemu Pukki,FIN,FW,Norwich City,Premier League,31,1990,36.1,4,0,0,44,29,12,25,17,11,1,0,0,124,16,108,12.9
Erick Pulgar,CHI,MF,Fiorentina,Serie A,27,1994,3.8,2,0,0,5,5,0,1,6,2,0,0,0,35,6,7,46.2
Christian Pulisic,USA,MF,Chelsea,Premier League,22,1998,14.3,2,0,0,14,35,4,13,11,9,0,0,0,79,15,33,31.3
Afimico Pululu,FRA,FW,Greuther Fürth,Bundesliga,22,1999,0.8,0,0,0,4,8,1,1,0,2,0,0,0,2,1,9,10
Ignacio Pussetto,ARG,FW,Udinese,Serie A,25,1995,13.4,4,0,0,32,31,9,18,7,15,1,0,0,72,36,61,37.1
Niklas Pyyhtiä,FIN,MF,Bologna,Serie A,17,2003,0.2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
Yacine Qasmi,MAR,MF,Rayo Vallecano,La Liga,30,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,38,1983,18.5,2,0,0,21,32,15,17,11,3,0,0,0,87,24,42,36.4
Quini,ESP,DF,Granada,La Liga,31,1989,25.6,11,0,0,46,14,1,46,54,54,0,0,0,206,30,36,45.5
Dani Raba,ESP,MF,Granada,La Liga,25,1995,0.3,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,
Dani Raba,ESP,MF,Villarreal,La Liga,25,1995,1,1,0,0,4,5,1,3,2,1,0,0,0,7,2,1,66.7
Adrien Rabiot,FRA,MF,Juventus,Serie A,26,1995,25.4,5,0,0,48,30,4,20,32,54,0,1,0,215,54,31,63.5
Uroš Račić,SRB,MF,Valencia,La Liga,23,1998,13.4,3,1,1,35,23,1,6,20,25,0,0,0,131,34,30,53.1
Nemanja Radoja,SRB,MF,Levante,La Liga,28,1993,13.5,3,0,0,24,15,0,4,17,14,1,1,0,111,21,16,56.8
Nemanja Radonjić,SRB,MF,Marseille,Ligue 1,25,1996,0.2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,
Ivan Radovanović,SRB,DF,Salernitana,Serie A,32,1988,11.7,4,0,0,9,9,0,1,13,6,0,0,0,120,25,11,69.4
Ionuț Radu,ROU,GK,Inter,Serie A,24,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Ștefan Radu,ROU,DF,Lazio,Serie A,34,1986,6.2,2,0,0,5,6,0,7,10,5,0,0,0,48,13,11,54.2
Boris Radunović,SRB,GK,Cagliari,Serie A,25,1996,3,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,
Sidney Raebiger,GER,MF,RB Leipzig,Bundesliga,16,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Rafinha,BRA,FW,Paris S-G,Ligue 1,28,1993,2.4,0,0,0,4,9,0,0,4,7,0,0,0,12,2,1,66.7
Rafinha,BRA,MF,Real Sociedad,La Liga,28,1993,11.7,3,0,0,23,46,0,11,22,27,0,0,0,126,17,22,43.6
Antonio Raillo,ESP,DF,Mallorca,La Liga,29,1991,17,8,0,0,26,14,1,1,27,12,0,0,1,148,39,37,51.3
Antonio Raimondo,ITA,FW,Bologna,Serie A,17,2004,0.8,0,0,0,3,0,3,0,0,0,0,0,0,3,1,4,20
Predrag Rajković,SRB,GK,Reims,Ligue 1,25,1995,38,3,0,0,0,8,0,0,0,0,0,0,0,215,0,1,0
Jesuran Rak Sakyi,ENG,FW,Crystal Palace,Premier League,18,2002,0.9,0,0,0,1,4,0,1,3,0,0,0,0,5,0,1,0
Ivan Rakitić,CRO,MF,Sevilla,La Liga,33,1988,24.2,5,0,0,42,45,0,30,26,27,0,0,0,226,36,39,48
Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,19,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Jonás Ramalho,ESP,DF,Osasuna,La Liga,28,1993,2.7,0,0,0,1,0,0,3,10,3,0,0,0,20,9,5,64.3
Adil Rami,FRA,DF,Troyes,Ligue 1,35,1985,13,1,0,0,8,5,0,0,18,13,0,0,0,94,24,13,64.9
Sandro Ramírez,ESP,FW,Getafe,La Liga,26,1995,16.2,7,0,0,32,48,11,28,5,7,0,0,0,89,17,39,30.4
Guilherme Ramos,POR,DF,Arminia,Bundesliga,23,1997,10.1,1,0,0,17,6,1,6,28,20,0,0,0,102,37,27,57.8
Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,35,1986,8.9,3,1,1,12,4,1,0,9,7,0,0,0,79,14,9,60.9
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,23,1998,34,1,0,0,0,7,0,0,0,0,0,0,0,183,0,1,0
Aaron Ramsey,WAL,MF,Juventus,Serie A,30,1990,1.1,0,0,0,1,1,0,0,2,0,0,0,0,4,0,0,
Jacob Ramsey,ENG,MF,Aston Villa,Premier League,20,2001,27.4,6,0,0,41,52,1,16,38,41,0,0,0,178,22,35,38.6
Luca Ranieri,ITA,DF,Salernitana,Serie A,22,1999,23.4,9,0,0,19,10,2,43,42,23,0,0,0,145,27,26,50.9
Andrea Ranocchia,ITA,DF,Inter,Serie A,33,1988,3.8,1,0,0,5,2,1,1,6,6,0,0,0,22,16,6,72.7
Raphinha,BRA,FW,Leeds United,Premier League,24,1996,32.4,7,0,0,49,52,14,90,43,25,1,1,0,212,25,37,40.3
Tobias Raschl,GER,MF,Greuther Fürth,Bundesliga,21,2000,6.6,0,0,0,7,10,1,0,9,9,0,1,0,59,0,8,0
Elba Rashani,KVX,FW,Clermont Foot,Ligue 1,28,1993,19.5,3,0,0,40,30,5,29,26,28,0,0,0,130,24,45,34.8
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,23,1997,13.7,2,0,0,13,21,14,25,12,6,0,0,0,67,15,29,34.1
Milot Rashica,KVX,FW,Norwich City,Premier League,25,1996,24.8,0,0,0,28,52,13,80,36,21,0,0,0,139,17,39,30.4
Giacomo Raspadori,ITA,MF,Sassuolo,Serie A,21,2000,30.4,9,1,1,29,39,5,27,23,25,1,0,0,159,8,28,22.2
Raúl,ESP,FW,Betis,La Liga,20,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
David Raum,GER,DF,Hoffenheim,Bundesliga,23,1998,30.6,5,0,0,29,34,7,182,45,36,0,0,1,245,35,37,48.6
Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,32,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
David Raya,ESP,GK,Brentford,Premier League,25,1995,24,1,0,0,1,2,0,0,0,0,0,1,0,126,0,0,
Ante Rebić,CRO,FW,Milan,Serie A,27,1993,9.9,2,0,0,17,9,7,33,2,6,0,0,0,58,11,25,30.6
Arkadiusz Reca,POL,DF,Spezia,Serie A,26,1995,19.7,3,0,0,24,14,0,36,46,21,0,1,0,131,26,31,45.6
Lluís Recasens,ESP,DF,Espanyol,La Liga,19,2002,0.5,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,100
Nathan Redmond,ENG,MF,Southampton,Premier League,27,1994,20.4,0,0,0,17,20,3,51,21,13,0,0,0,142,16,47,25.4
Sergio Reguilón,ESP,DF,Tottenham,Premier League,24,1996,21.3,4,0,0,25,28,1,59,42,28,0,0,0,144,31,24,56.4
Manolo Reina,ESP,GK,Mallorca,La Liga,36,1985,21,5,1,0,0,6,0,0,0,0,0,0,1,94,0,0,
Pepe Reina,ESP,GK,Lazio,Serie A,38,1982,15,3,0,0,1,1,0,0,0,1,0,1,0,61,0,0,
Jeff Reine-Adélaïde,FRA,MF,Lyon,Ligue 1,23,1998,2.2,0,0,0,4,4,1,0,2,5,0,0,0,19,1,2,33.3
Reinier,BRA,FW,Dortmund,Bundesliga,19,2002,1.8,0,0,0,3,2,0,1,4,4,0,0,0,12,0,6,0
Karim Rekik,NED,DF,Sevilla,La Liga,26,1994,12.2,2,0,0,18,9,1,5,15,13,0,0,0,89,28,19,59.6
Álex Remiro,ESP,GK,Real Sociedad,La Liga,26,1995,35,1,0,0,0,4,0,0,0,0,0,0,0,166,0,0,
Panagiotis Retsos,GRE,DF,Leverkusen,Bundesliga,22,1998,0.4,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,100
Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,22,1998,0.6,0,0,0,1,1,0,0,2,0,0,0,0,7,0,0,
Marco Reus,GER,MF,Dortmund,Bundesliga,32,1989,27.8,2,0,0,25,50,10,36,24,27,3,0,0,171,17,41,29.3
Elvis Rexhbeçaj,GER,MF,Bochum,Bundesliga,23,1997,28.2,5,0,0,38,65,2,29,38,19,0,1,0,277,25,51,32.9
Gio Reyna,USA,MF,Dortmund,Bundesliga,18,2002,4.9,0,0,0,7,11,1,6,1,4,0,0,0,41,4,8,33.3
Bryan Reynolds,USA,DF,Roma,Serie A,20,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nico Ribaudo,ESP,MF,Espanyol,La Liga,20,2001,12.4,5,1,1,29,36,3,6,9,15,0,0,0,70,13,42,23.6
Tiago Ribeiro,POR,FW,Monaco,Ligue 1,19,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Franck Ribéry,FRA,MF,Salernitana,Serie A,38,1983,15.8,3,1,0,32,44,2,24,13,14,0,0,0,113,5,16,23.8
Samuele Ricci,ITA,MF,Torino,Serie A,19,2001,8,1,0,0,14,14,2,2,18,5,0,0,0,52,1,8,11.1
Samuele Ricci,ITA,MF,Empoli,Serie A,19,2001,17,1,1,0,18,47,0,2,48,30,0,0,0,149,6,10,37.5
Declan Rice,ENG,MF,West Ham,Premier League,22,1999,35.3,8,0,0,35,21,0,37,95,53,0,0,0,366,48,28,63.2
Chris Richards,USA,DF,Hoffenheim,Bundesliga,21,2000,14.5,1,0,0,13,2,0,0,38,18,0,0,0,160,69,36,65.7
Chris Richards,USA,DF,Bayern Munich,Bundesliga,21,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Omar Richards,ENG,DF,Bayern Munich,Bundesliga,23,1998,4.9,1,0,0,15,22,0,6,7,15,0,0,0,40,3,5,37.5
Taylor Richards,ENG,MF,Brighton,Premier League,20,2000,0.3,0,0,0,2,2,0,0,0,0,0,0,0,5,0,1,0
Richarlison,BRA,FW,Everton,Premier League,24,1997,28,9,0,0,40,83,20,29,21,27,1,0,0,185,57,176,24.5
Marco Richter,GER,FW,Hertha BSC,Bundesliga,23,1997,18.9,6,0,0,34,50,4,38,28,18,0,0,0,143,11,39,22
Diego Rico,ESP,DF,Real Sociedad,La Liga,28,1993,18.3,4,0,0,16,19,4,41,48,27,0,1,0,186,33,14,70.2
Sergio Rico,ESP,GK,Mallorca,La Liga,27,1993,14,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,27,1993,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,24,1996,1.3,0,0,0,1,0,0,0,0,2,0,0,0,12,0,2,0
Manuel Riemann,GER,GK,Bochum,Bundesliga,32,1988,31,2,0,0,0,5,0,0,1,0,0,0,0,192,0,0,
Tomás Rincón,VEN,MF,Torino,Serie A,33,1988,1.8,2,0,0,6,2,0,2,2,1,0,0,0,23,6,4,60
Tomás Rincón,VEN,MF,Sampdoria,Serie A,33,1988,13,3,0,0,28,35,0,3,18,19,0,0,0,109,16,10,61.5
Luis Rioja,ESP,FW,Alavés,La Liga,27,1993,34.6,3,0,0,20,43,12,116,48,17,0,0,0,256,25,43,36.8
Renaud Ripart,FRA,FW,Troyes,Ligue 1,28,1993,21,2,0,0,30,41,5,39,19,24,1,0,0,114,46,62,42.6
Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,25,1995,20,3,1,0,26,30,0,49,36,33,0,0,0,151,24,18,57.1
Matt Ritchie,SCO,DF,Newcastle Utd,Premier League,31,1989,14.9,5,0,0,12,11,0,45,30,7,0,0,0,118,14,21,40
Maxence Rivera,FRA,FW,Saint-Étienne,Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Rober,ESP,DF,Levante,La Liga,26,1995,22.3,5,1,1,38,13,0,4,56,28,0,1,0,216,31,36,46.3
Sergi Roberto,ESP,MF,Barcelona,La Liga,29,1992,4.4,1,0,0,2,4,1,7,2,6,0,0,0,38,2,3,40
Connor Roberts,WAL,DF,Burnley,Premier League,25,1995,18.8,2,0,0,12,31,1,28,42,13,0,0,0,150,19,17,52.8
Patrick Roberts,ENG,DF,Troyes,Ligue 1,24,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Tyler Roberts,WAL,MF,Leeds United,Premier League,22,1999,11,5,0,0,19,25,3,16,7,7,0,0,0,63,10,26,27.8
Andrew Robertson,SCO,DF,Liverpool,Premier League,27,1994,28.2,5,1,0,21,11,4,89,49,17,0,0,0,248,33,13,71.7
Marc Roca,ESP,MF,Bayern Munich,Bundesliga,24,1996,4.2,0,0,0,16,4,0,1,8,7,0,0,0,58,1,8,11.1
Rubén Rochina,ESP,MF,Granada,La Liga,30,1991,8.3,3,0,0,13,19,1,18,12,12,0,0,0,65,10,14,41.7
Cimo Röcker,GER,DF,Hertha BSC,Bundesliga,27,1994,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,66.7
Enzo Roco,CHI,DF,Elche,La Liga,28,1992,28.4,10,0,0,40,11,1,0,51,23,0,2,0,231,80,36,69
Stian Rode Gregersen,NOR,DF,Bordeaux,Ligue 1,26,1995,21.7,7,0,0,23,23,1,5,58,32,0,2,0,160,47,30,61
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,30,1990,8.4,1,0,0,13,10,0,3,15,10,0,0,0,110,11,14,44
Joe Rodon,WAL,DF,Tottenham,Premier League,23,1997,1,0,0,0,0,1,0,0,2,0,0,0,0,8,4,2,66.7
Rodri,ESP,MF,Manchester City,Premier League,25,1996,32,5,0,0,50,37,0,8,40,46,0,0,0,415,91,33,73.4
Rodrigo,ESP,FW,Betis,La Liga,21,2000,9.8,1,0,0,3,18,1,16,3,7,0,0,0,61,2,11,15.4
Rodrigo,ESP,MF,Leeds United,Premier League,30,1991,25.2,9,0,0,27,32,4,28,19,18,0,0,0,139,29,50,36.7
Gerson Rodrigues,LUX,FW,Troyes,Ligue 1,26,1995,9.4,6,0,0,29,17,6,3,2,7,0,0,0,48,14,21,40
Kévin Rodrigues,POR,DF,Rayo Vallecano,La Liga,27,1994,4.8,0,0,0,6,8,0,7,10,12,0,0,0,43,7,10,41.2
Ángel Rodríguez,ESP,FW,Mallorca,La Liga,34,1987,17.2,4,0,0,43,28,17,8,5,13,1,0,0,74,16,49,24.6
Óscar Rodríguez Arnaiz,ESP,MF,Getafe,La Liga,23,1998,10.5,2,0,0,10,13,1,19,23,12,0,0,0,76,11,13,45.8
Óscar Rodríguez Arnaiz,ESP,FW,Sevilla,La Liga,23,1998,4.6,1,0,0,6,6,1,7,9,9,0,0,0,22,3,6,33.3
Dani Rodríguez,ESP,MF,Mallorca,La Liga,33,1988,31.5,7,0,0,78,78,3,31,34,38,0,0,0,238,47,68,40.9
Guido Rodríguez,ARG,MF,Betis,La Liga,27,1994,28.1,9,1,1,58,62,3,3,50,57,0,0,0,300,33,17,66
Jay Rodriguez,ENG,FW,Burnley,Premier League,32,1989,15.4,3,0,0,37,19,17,8,6,10,0,0,0,68,61,86,41.5
Ricardo Rodríguez,SUI,DF,Torino,Serie A,28,1992,27.5,3,0,0,30,13,0,12,51,24,0,1,0,236,61,42,59.2
Rodrygo,BRA,FW,Real Madrid,La Liga,20,2001,16.9,4,0,0,23,30,13,24,18,15,3,0,0,73,12,31,27.9
Mads Roerslev,DEN,DF,Brentford,Premier League,22,1999,13.8,1,0,0,20,9,2,23,21,9,0,1,0,82,16,30,34.8
Marko Rog,CRO,MF,Cagliari,Serie A,26,1995,3.5,0,0,0,11,14,0,1,2,1,0,0,0,37,10,3,76.9
Rogério,BRA,DF,Sassuolo,Serie A,23,1998,19.2,5,0,0,17,37,1,55,34,13,0,0,0,135,11,18,37.9
Alessio Romagnoli,ITA,DF,Milan,Serie A,26,1995,15.7,4,1,0,18,14,3,1,28,14,0,1,0,152,51,26,66.2
Simone Romagnoli,ITA,DF,Empoli,Serie A,31,1990,16.6,3,0,0,17,4,0,3,22,14,0,1,1,184,66,34,66
Leonardo Román,ESP,GK,Mallorca,La Liga,21,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Cristian Romero,ARG,DF,Tottenham,Premier League,23,1998,20.5,8,0,0,36,17,2,2,57,45,0,1,0,199,50,30,62.5
Iván Romero,ESP,FW,Sevilla,La Liga,20,2001,2,0,0,0,4,7,1,0,3,1,0,0,0,6,0,12,0
Luka Romero,ARG,FW,Lazio,Serie A,16,2004,0.9,0,0,0,2,3,0,1,2,2,0,0,0,3,0,1,0
Sergio Romero,ARG,GK,Venezia,Serie A,34,1987,16,2,0,0,1,1,0,0,0,0,0,1,0,83,0,0,
Oriol Romeu,ESP,MF,Southampton,Premier League,29,1991,32.1,9,0,0,55,26,0,7,67,54,0,0,0,412,73,58,55.7
Cristiano Ronaldo,POR,FW,Juventus,Serie A,36,1985,0.3,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,
Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,36,1985,27.3,8,0,0,16,26,34,12,5,8,2,0,0,101,48,58,45.3
Salomón Rondón,VEN,FW,Everton,Premier League,31,1989,8.8,3,1,0,15,4,5,3,4,2,0,0,0,40,44,63,41.1
Valentin Rongier,FRA,DF,Marseille,Ligue 1,26,1994,24.4,3,0,0,38,32,0,15,43,57,0,1,0,216,27,27,50
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,28,1992,7,1,0,0,0,2,0,0,0,0,0,0,0,24,0,0,
Marten de Roon,NED,MF,Atalanta,Serie A,30,1991,28.3,7,1,1,54,19,0,0,67,46,0,0,0,344,61,36,62.9
Unai Ropero,ESP,MF,Alavés,La Liga,19,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Pablo Rosario,NED,MF,Nice,Ligue 1,24,1997,30.3,7,0,0,44,22,2,14,49,43,0,0,0,284,47,30,61
Romario Rösch,GER,MF,Mainz 05,Bundesliga,22,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Danny Rose,ENG,DF,Watford,Premier League,31,1990,7.7,4,0,0,12,16,0,15,15,15,0,1,0,51,4,6,40
Francesco Rossi,ITA,GK,Atalanta,Serie A,30,1991,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Tom Rothe,GER,DF,Dortmund,Bundesliga,16,2004,1,1,0,0,3,2,3,5,1,3,0,0,0,7,1,0,100
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,28,1993,19.7,5,0,0,10,25,5,41,24,16,0,0,0,161,21,13,61.8
Nicolò Rovella,ITA,MF,Genoa,Serie A,19,2001,16.3,5,0,0,28,30,3,29,33,27,0,0,0,160,8,22,26.7
Jon Rowe,ENG,FW,Norwich City,Premier League,18,2003,2.5,0,0,0,6,8,1,5,4,3,0,0,0,15,2,11,15.4
Amir Rrahmani,KVX,DF,Napoli,Serie A,27,1994,32.5,5,0,0,25,25,0,2,36,21,0,0,0,285,97,41,70.3
Ruan,BRA,DF,Sassuolo,Serie A,22,1999,2.4,1,0,0,4,10,0,0,9,3,0,1,0,23,5,8,38.5
Rubén,ESP,DF,Espanyol,La Liga,20,2001,1.7,0,0,0,5,1,0,4,2,1,0,0,0,9,6,2,75
John Ruddy,ENG,GK,Wolves,Premier League,34,1986,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Antonio Rüdiger,GER,DF,Chelsea,Premier League,28,1993,33.7,9,0,0,41,16,0,14,43,28,2,0,0,284,67,30,69.1
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,31,1990,8.6,5,0,0,14,7,0,9,11,13,0,0,0,82,10,12,45.5
Daniele Rugani,ITA,DF,Juventus,Serie A,27,1994,9.8,2,0,0,14,1,0,0,16,7,0,0,0,66,14,13,51.9
Matteo Ruggeri,ITA,DF,Salernitana,Serie A,19,2002,7.5,1,0,0,2,3,1,22,13,5,0,0,0,45,10,5,66.7
Mário Rui,POR,DF,Napoli,Serie A,30,1991,33.2,7,0,0,30,65,4,51,49,39,0,0,0,238,18,37,32.7
Aitor Ruibal,ESP,FW,Betis,La Liga,25,1996,9.5,6,0,0,25,20,1,18,16,15,0,0,0,54,5,22,18.5
Isma Ruiz,ESP,MF,Granada,La Liga,20,2001,3.1,1,0,0,3,3,1,0,7,1,0,0,0,30,3,6,33.3
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,25,1996,26.5,2,0,0,21,24,1,15,43,41,0,0,0,231,14,17,45.2
Víctor Ruiz,ESP,DF,Betis,La Liga,32,1989,15.8,2,0,0,13,2,2,0,42,6,0,0,0,172,56,25,69.1
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,29,1992,32,2,0,0,0,6,0,0,0,0,0,0,0,151,0,0,
Lukas Rupp,GER,MF,Norwich City,Premier League,30,1991,8.5,0,0,0,11,11,0,4,17,8,0,0,0,94,6,7,46.2
Alessandro Russo,ITA,MF,Salernitana,Serie A,17,2003,0.3,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,
Franco Russo,ARG,DF,Mallorca,La Liga,26,1994,16.3,7,2,2,24,10,1,0,40,13,0,0,1,168,38,29,56.7
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,19,2002,17.9,2,0,0,40,41,21,19,8,16,0,0,0,78,47,57,45.2
Mathew Ryan,AUS,GK,Real Sociedad,La Liga,29,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,23,1997,15.9,3,0,0,16,12,0,39,25,15,0,0,0,161,24,37,39.3
José Sá,POR,GK,Wolves,Premier League,28,1993,36.5,3,0,0,3,13,0,0,0,0,0,3,1,220,0,0,
Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,24,1996,6.4,1,0,0,7,7,1,5,9,8,0,0,0,60,11,7,61.1
Youssouf Sabaly,SEN,DF,Betis,La Liga,28,1993,8.8,1,0,0,5,10,1,10,19,7,0,0,0,68,13,9,59.1
Mathys Saban,FRA,FW,Saint-Étienne,Ligue 1,19,2002,0.8,1,0,0,2,0,0,1,0,0,0,0,0,5,1,2,33.3
Stefano Sabelli,ITA,DF,Genoa,Serie A,28,1993,3.9,3,0,0,5,7,0,5,13,3,0,1,0,22,4,6,40
Abdelhamid Sabiri,MAR,MF,Sampdoria,Serie A,24,1996,9.9,3,0,0,25,36,1,5,8,22,0,0,0,50,21,30,41.2
Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,27,1994,10.1,0,0,0,17,19,0,13,13,9,0,0,0,112,23,11,67.6
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,27,1994,0.5,1,0,0,1,0,0,2,1,1,0,0,0,7,0,1,0
Falaye Sacko,MLI,DF,Saint-Étienne,Ligue 1,26,1995,7.4,0,0,0,9,2,0,4,18,11,0,0,0,64,8,4,66.7
Alexis Saelemaekers,BEL,FW,Milan,Serie A,22,1999,20.7,2,0,0,35,48,1,46,28,25,0,0,0,150,12,15,44.4
Rafiki Said Ahamada,FRA,MF,Brest,Ligue 1,21,2000,1.4,1,0,0,7,3,1,3,0,4,0,0,0,14,4,1,80
Wesley Saïd,FRA,FW,Lens,Ligue 1,26,1995,7.3,2,0,0,18,5,3,15,4,4,1,0,0,26,2,9,18.2
Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,24,1997,31.2,6,0,0,24,71,13,69,21,6,0,0,0,179,19,30,38.8
Romain Saïss,MAR,DF,Wolves,Premier League,31,1990,30.1,6,0,0,35,18,3,7,81,38,0,2,0,260,84,43,66.1
Bukayo Saka,ENG,FW,Arsenal,Premier League,19,2001,33.1,6,0,0,38,76,17,72,31,23,2,0,0,200,30,57,34.5
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,31,1990,28.6,3,0,0,9,7,0,0,65,21,0,1,0,267,63,39,61.8
Bakary Sako,MLI,FW,Saint-Étienne,Ligue 1,33,1988,1.7,0,0,0,4,2,1,2,2,1,0,0,0,9,3,9,25
Jacopo Sala,ITA,MF,Spezia,Serie A,29,1991,9.8,3,0,0,16,13,1,7,22,16,0,1,0,108,7,4,63.6
Mohamed Salah,EGY,FW,Liverpool,Premier League,29,1992,30.7,1,0,0,13,30,12,51,15,7,2,0,0,176,13,46,22
Eddie Salcedo,ITA,MF,Spezia,Serie A,19,2001,4.8,1,0,0,8,7,2,5,4,0,0,0,0,31,13,11,54.2
William Saliba,FRA,DF,Marseille,Ligue 1,20,2001,36,5,0,0,17,13,1,6,80,42,0,0,0,312,61,38,61.6
Romain Salin,FRA,GK,Rennes,Ligue 1,37,1984,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,
Mohammed Salisu,GHA,DF,Southampton,Premier League,22,1999,33,10,1,1,49,13,2,26,93,60,0,0,1,397,128,62,67.4
Roland Sallai,HUN,MF,Freiburg,Bundesliga,24,1997,17.2,1,0,0,31,43,4,38,18,17,1,0,0,101,27,46,37
Yoann Salmier,GUF,DF,Troyes,Ligue 1,28,1992,29.6,5,0,0,35,29,1,7,67,39,0,3,1,258,57,30,65.5
Salvi,ESP,MF,Cádiz,La Liga,30,1991,15.5,3,1,1,9,19,1,42,8,10,0,0,0,77,16,20,44.4
Lazar Samardzic,GER,MF,Udinese,Serie A,19,2002,5.4,0,0,0,13,2,0,11,4,16,0,0,0,47,6,8,42.9
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,25,1996,18.4,7,0,0,36,29,0,3,36,35,0,0,0,203,36,33,52.2
Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,25,1995,19.1,1,1,0,43,27,4,17,17,25,1,1,0,92,29,43,40.3
Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,21,1999,12.6,5,0,0,17,17,0,3,23,13,0,0,0,124,21,23,47.7
Junior Sambia,FRA,DF,Montpellier,Ligue 1,24,1996,17,5,1,1,19,28,0,48,29,8,0,0,0,108,22,25,46.8
