Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Fede San Emeterio,ESP,MF,Valladolid,La Liga,22,1997,19.5,4,0,0,38,25,0,4,18,17,0,0,0,193,32,30,51.6
Mikel San José,ESP,MF,Athletic Club,La Liga,30,1989,4.0,3,0,0,6,1,1,0,4,7,0,0,0,36,15,10,60.0
Antonio Sanabria,PAR,FW,Genoa,Serie A,23,1996,15.4,3,0,0,22,29,4,11,3,10,1,1,0,66,37,58,38.9
Oihan Sancet,ESP,MF,Athletic Club,La Liga,19,2000,8.2,1,0,0,19,16,0,2,3,6,0,0,0,48,8,12,40.0
Renato Sanches,POR,MF,Lille,Ligue 1,21,1997,16.5,3,0,0,41,34,2,36,13,25,0,0,0,169,8,18,30.8
Renato Sanches,POR,MF,Bayern Munich,Bundesliga,21,1997,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,
Alexis Sánchez,CHI,FW,Inter,Serie A,30,1988,10.3,4,1,1,20,39,9,24,4,8,1,0,0,61,5,21,19.2
Carlos Sánchez,COL,MF,West Ham,Premier League,33,1986,1.3,0,0,0,2,0,0,0,2,1,0,0,0,22,3,1,75.0
Davinson Sánchez,COL,DF,Tottenham,Premier League,23,1996,27.0,6,0,0,29,16,1,2,23,36,0,0,0,260,52,34,60.5
Germán Sánchez,ESP,DF,Granada,La Liga,32,1986,25.5,12,1,1,35,26,0,2,6,12,0,0,0,235,73,58,55.7
Javi Sánchez,ESP,DF,Valladolid,La Liga,22,1997,5.5,1,0,0,7,4,0,0,1,6,0,1,0,43,8,13,38.1
Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,18,2000,3.6,1,0,0,6,4,2,6,2,6,0,0,0,40,5,3,62.5
Víctor Sánchez,ESP,MF,Espanyol,La Liga,31,1987,18.8,11,1,1,54,37,0,32,20,35,0,2,0,218,36,33,52.2
Jadon Sancho,ENG,FW,Dortmund,Bundesliga,19,2000,25.4,2,0,0,12,22,9,46,14,14,0,0,0,136,1,17,5.6
Alex Sandro,BRA,DF,Juventus,Serie A,28,1991,26.5,4,0,0,46,49,0,52,33,25,1,1,0,275,34,27,55.7
Leroy Sané,GER,FW,Manchester City,Premier League,23,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Salif Sané,SEN,DF,Schalke 04,Bundesliga,28,1990,12.5,3,0,0,13,23,0,2,10,14,0,0,0,154,70,14,83.3
Luca Sangalli,ESP,MF,Real Sociedad,La Liga,24,1995,4.1,0,0,0,1,9,0,5,1,1,0,0,0,37,5,5,50.0
Ibrahim Sangaré,CIV,MF,Toulouse,Ligue 1,21,1997,24.2,8,0,0,51,31,1,18,29,68,1,0,0,303,38,23,62.3
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,33,1986,25.8,15,1,1,59,41,2,14,17,41,0,0,0,437,71,62,53.4
Yaya Sanogo,FRA,FW,Toulouse,Ligue 1,26,1993,10.1,1,0,0,27,23,5,1,5,2,0,0,0,39,47,73,39.2
Morgan Sanson,FRA,MF,Marseille,Ligue 1,24,1994,24.1,5,0,0,60,59,3,51,16,44,0,0,0,187,12,34,26.1
Nicola Sansone,ITA,FW,Bologna,Serie A,27,1991,25.2,6,0,0,42,77,8,66,12,20,0,0,0,163,10,41,19.6
Baptiste Santamaria,FRA,MF,Angers,Ligue 1,24,1995,27.8,1,0,0,22,41,0,4,32,58,1,0,1,377,49,33,59.8
Federico Santander,PAR,FW,Bologna,Serie A,28,1991,8.6,6,0,0,24,19,7,9,3,6,0,0,0,43,49,45,52.1
Davide Santon,ITA,DF,Roma,Serie A,28,1991,6.9,4,0,0,15,8,1,6,4,9,0,0,0,55,11,2,84.6
Samir Santos,BRA,DF,Udinese,Serie A,24,1994,17.2,3,0,0,21,23,1,5,22,28,0,1,0,122,32,22,59.3
Riccardo Saponara,ITA,MF,Genoa,Serie A,27,1991,1.9,1,1,0,2,2,0,4,2,3,0,0,0,17,2,0,100.0
Riccardo Saponara,ITA,MF,Lecce,Serie A,27,1991,10.5,2,0,0,12,23,3,36,3,7,1,0,0,73,6,1,85.7
Ivan Šaponjić,SRB,DF,Atlético Madrid,La Liga,21,1997,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,100.0
Pablo Sarabia,ESP,FW,Paris S-G,Ligue 1,27,1992,12.9,1,0,0,17,14,6,42,3,10,0,0,0,66,4,11,26.7
Marcelo Saracchi,URU,DF,RB Leipzig,Bundesliga,21,1998,2.0,1,0,0,1,2,0,6,4,3,0,0,0,26,4,3,57.1
Josh Sargent,USA,FW,Werder Bremen,Bundesliga,19,2000,15.7,2,0,0,23,38,6,5,8,13,0,0,0,72,40,54,42.6
Bouna Sarr,SEN,DF,Marseille,Ligue 1,27,1992,24.0,3,0,0,25,49,4,62,24,30,1,0,1,232,37,39,48.7
Ismaila Sarr,SEN,FW,Watford,Premier League,21,1998,22.5,1,0,0,30,53,12,92,17,18,2,0,0,144,18,50,26.5
Malang Sarr,FRA,DF,Nice,Ligue 1,20,1999,16.2,2,0,0,9,10,0,3,24,7,0,0,0,156,14,10,58.3
Sidy Sarr,SEN,MF,Nîmes,Ligue 1,23,1996,12.9,6,0,0,36,8,2,5,7,27,0,0,0,154,87,41,68.0
Joan Sastre Vanrell,ESP,DF,Mallorca,La Liga,22,1997,15.1,4,0,0,23,19,0,55,17,17,0,1,0,115,7,11,38.9
Téji Savanier,FRA,MF,Montpellier,Ligue 1,27,1991,16.9,5,0,0,40,56,0,31,26,37,0,0,0,226,24,17,58.5
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,28,1991,22.0,6,0,0,16,14,0,0,9,8,0,0,1,244,60,25,70.6
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,27,1991,18.6,5,0,0,36,26,2,9,32,27,0,0,0,173,35,27,56.5
Louis Schaub,AUT,MF,Köln,Bundesliga,24,1994,6.9,0,0,0,8,15,1,12,4,9,0,0,0,59,6,9,40.0
Ezequiel Schelotto,ITA,DF,Brighton,Premier League,30,1989,4.0,2,0,0,7,4,1,14,3,5,0,0,0,31,8,2,80.0
Patrik Schick,CZE,FW,RB Leipzig,Bundesliga,23,1996,14.4,3,0,0,18,20,9,7,5,4,0,0,0,48,51,45,53.1
Julian Schieber,GER,FW,Augsburg,Bundesliga,30,1989,0.5,1,0,0,2,0,0,1,0,1,0,0,0,3,0,3,0.0
Kingsley Schindler,GER,FW,Köln,Bundesliga,26,1993,9.4,0,0,0,14,15,3,28,0,4,0,0,0,70,10,21,32.3
Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,21,1997,19.1,4,0,0,35,30,0,8,12,44,0,0,0,229,21,20,51.2
Keven Schlotterbeck,GER,DF,Union Berlin,Bundesliga,22,1997,21.5,6,1,0,19,29,1,1,23,38,0,0,0,247,64,45,58.7
Nico Schlotterbeck,GER,DF,Freiburg,Bundesliga,19,1999,4.1,0,0,0,7,9,0,3,4,5,0,0,0,47,23,6,79.3
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,26,1992,11.5,2,0,0,18,14,1,8,7,6,0,0,0,80,19,16,54.3
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,32,1986,38.0,2,0,0,0,7,0,0,1,0,0,0,0,184,0,0,
Marcel Schmelzer,GER,DF,Dortmund,Bundesliga,31,1988,0.7,0,0,0,1,0,0,1,1,0,0,0,0,12,4,1,80.0
Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,29,1990,31.5,1,0,0,16,41,4,59,21,31,0,0,0,246,34,29,54.0
Manuel Schmiedebach,GER,MF,Union Berlin,Bundesliga,30,1988,2.0,0,0,0,5,2,0,0,4,2,0,0,0,26,0,1,0.0
Benno Schmitz,GER,DF,Köln,Bundesliga,24,1994,12.9,1,0,0,26,7,0,22,11,14,0,0,0,129,22,25,46.8
Morgan Schneiderlin,FRA,MF,Everton,Premier League,29,1989,11.1,6,1,1,21,3,0,4,12,19,0,0,0,127,18,11,62.1
Lasse Schöne,DEN,MF,Genoa,Serie A,33,1986,27.0,5,0,0,43,39,0,31,34,28,0,1,0,268,21,23,47.7
Sebastian Schonlau,GER,DF,Paderborn 07,Bundesliga,24,1994,23.0,2,0,0,22,23,1,1,30,35,0,1,0,263,57,35,62.0
Alessandro Schöpf,AUT,MF,Schalke 04,Bundesliga,25,1994,15.9,3,0,0,19,20,1,11,15,22,0,0,0,167,6,30,16.7
Jerdy Schouten,NED,MF,Bologna,Serie A,22,1997,12.0,6,1,0,29,4,0,0,26,21,0,0,0,164,25,22,53.2
Markus Schubert,GER,GK,Schalke 04,Bundesliga,21,1998,8.2,0,0,0,0,2,0,0,1,0,0,0,0,43,0,0,
Nico Schulz,GER,DF,Dortmund,Bundesliga,26,1993,6.6,0,0,0,12,5,4,16,4,8,0,0,0,48,2,2,50.0
Alexander Schwolow,GER,GK,Freiburg,Bundesliga,27,1992,23.2,0,0,0,0,4,0,0,0,0,0,0,0,112,0,0,
Matteo Scozzarella,ITA,MF,Parma,Serie A,31,1988,10.2,2,0,0,17,10,0,16,17,15,0,0,0,114,3,4,42.9
Aleksandar Sedlar,SRB,DF,Mallorca,La Liga,27,1991,9.0,3,1,0,11,5,0,0,10,8,0,1,0,111,25,15,62.5
Davie Selke,GER,FW,Werder Bremen,Bundesliga,24,1995,5.1,3,0,0,12,5,5,5,0,3,0,0,0,21,36,31,53.7
Davie Selke,GER,FW,Hertha BSC,Bundesliga,24,1995,10.7,3,0,0,26,23,6,6,1,3,0,0,0,40,70,64,52.2
Matz Sels,BEL,GK,Strasbourg,Ligue 1,27,1992,27.0,0,0,0,1,5,0,0,0,0,0,0,0,143,0,0,
Ken Sema,SWE,DF,Udinese,Serie A,25,1993,27.3,6,0,0,35,19,4,115,13,27,0,0,0,181,16,16,50.0
Nélson Semedo,POR,DF,Barcelona,La Liga,25,1993,23.3,2,0,0,27,33,3,23,21,37,2,1,0,165,14,9,60.9
Alessandro Semprini,ITA,DF,Brescia,Serie A,21,1998,7.0,2,0,0,8,7,0,9,3,3,0,0,0,61,7,6,53.8
Josep Señé,ESP,MF,Mallorca,La Liga,27,1991,1.7,0,0,0,2,4,0,1,0,1,0,0,0,16,1,1,50.0
Stefano Sensi,ITA,MF,Inter,Serie A,23,1995,8.0,2,0,0,14,19,0,25,4,11,1,0,0,67,3,4,42.9
Luigi Sepe,ITA,GK,Parma,Serie A,28,1991,34.0,1,0,0,0,3,0,0,0,0,0,0,0,118,0,0,
Suat Serdar,GER,MF,Schalke 04,Bundesliga,22,1997,17.8,2,0,0,31,38,1,2,20,46,0,0,0,179,15,15,50.0
Ryan Sessegnon,ENG,DF,Tottenham,Premier League,19,2000,3.8,0,0,0,4,2,2,12,4,0,0,1,0,28,6,5,54.5
Salva Sevilla,ESP,MF,Mallorca,La Liga,35,1984,28.5,10,1,1,39,27,1,30,13,20,0,0,0,286,8,12,40.0
Yevhen Shakhov,UKR,MF,Lecce,Serie A,28,1990,12.1,3,0,0,26,16,5,1,12,22,1,0,0,85,17,29,37.0
Xherdan Shaqiri,SUI,FW,Liverpool,Premier League,27,1991,2.1,0,0,0,2,4,1,4,0,0,0,0,0,17,3,4,42.9
Billy Sharp,ENG,FW,Sheffield Utd,Premier League,33,1986,11.7,1,1,0,18,38,12,15,1,5,0,0,0,55,13,44,22.8
Luke Shaw,ENG,DF,Manchester Utd,Premier League,24,1995,19.3,7,0,0,28,14,4,24,15,24,0,0,0,205,32,23,58.2
Khiry Shelton,USA,FW,Paderborn 07,Bundesliga,26,1993,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,27,1992,23.5,3,0,0,24,8,1,25,10,16,0,0,0,238,18,11,62.1
Gen Shoji,JPN,DF,Toulouse,Ligue 1,26,1992,0.5,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,100.0
Djibril Sidibé,FRA,DF,Everton,Premier League,27,1992,20.3,3,0,0,32,26,2,49,32,40,0,0,0,214,29,33,46.8
Kalidou Sidibé,FRA,MF,Toulouse,Ligue 1,20,1999,1.0,0,0,0,3,0,0,0,0,2,0,0,0,13,1,1,50.0
Sidnei,BRA,DF,Betis,La Liga,29,1989,13.1,1,0,0,9,5,0,0,12,13,0,1,0,130,27,13,67.5
Kaj Sierhuis,NED,FW,Reims,Ligue 1,21,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gylfi Sigurðsson,ISL,MF,Everton,Premier League,29,1989,28.4,3,0,0,44,28,2,47,24,45,0,0,0,241,18,28,39.1
Luca Siligardi,ITA,FW,Parma,Serie A,31,1988,3.7,0,0,0,3,7,0,6,5,3,0,0,0,44,7,4,63.6
Adrien Silva,POR,MF,Monaco,Ligue 1,30,1989,13.6,7,0,0,26,22,0,8,12,28,0,0,0,163,12,15,44.4
André Silva,POR,FW,Eint Frankfurt,Bundesliga,23,1995,17.5,1,0,0,17,25,12,12,1,4,1,0,0,89,48,68,41.4
André Silva,POR,FW,Milan,Serie A,23,1995,0.7,1,0,0,2,2,0,2,0,1,0,0,0,1,0,1,0.0
Bernardo Silva,POR,FW,Manchester City,Premier League,24,1994,22.6,5,0,0,24,26,2,65,23,26,0,1,0,183,11,28,28.2
David Silva,ESP,MF,Manchester City,Premier League,33,1986,20.3,0,0,0,24,28,3,26,9,16,0,0,0,162,7,15,31.8
Gabriel Silva,BRA,DF,Saint-Étienne,Ligue 1,28,1991,2.6,0,0,0,4,2,0,2,1,2,0,0,0,13,7,4,63.6
Jonathan Silva,ARG,DF,Leganés,La Liga,25,1994,30.9,13,1,0,45,37,4,99,26,19,0,1,1,223,36,43,45.6
Matheus Pereira da Silva,BRA,MF,Dijon,Ligue 1,21,1998,5.2,4,0,0,8,3,1,9,5,4,0,0,0,58,2,6,25.0
Rui Silva,POR,GK,Granada,La Liga,25,1994,35.0,3,0,0,0,3,0,0,0,0,0,0,0,223,0,0,
Thiago Silva,BRA,DF,Paris S-G,Ligue 1,34,1984,17.5,1,0,0,9,10,0,0,14,21,0,0,0,184,31,20,60.8
Marco Silvestri,ITA,GK,Hellas Verona,Serie A,28,1991,35.0,2,0,0,0,6,0,0,0,0,0,0,0,158,0,0,
Mohamed Simakan,FRA,DF,Strasbourg,Ligue 1,19,2000,16.7,4,0,0,26,42,1,20,24,28,1,2,0,144,44,27,62.0
Giovanni Simeone,ARG,FW,Cagliari,Serie A,24,1995,32.5,4,0,0,59,54,23,20,7,11,1,0,0,94,42,128,24.7
Moses Simon,NGA,FW,Nantes,Ligue 1,24,1995,24.2,2,0,0,13,25,8,59,9,10,0,0,0,138,10,40,20.0
Unai Simón,ESP,GK,Athletic Club,La Liga,22,1997,33.2,2,1,0,1,5,0,0,0,0,0,0,0,161,0,0,
Jack Simpson,ENG,DF,Bournemouth,Premier League,22,1996,2.7,0,0,0,1,1,0,0,6,2,0,0,0,22,4,2,66.7
Sarpreet Singh,NZL,FW,Bayern Munich,Bundesliga,20,1999,0.8,0,0,0,4,0,1,0,0,0,0,0,0,5,1,1,50.0
Wilfried Singo,CIV,DF,Torino,Serie A,18,2000,1.5,0,0,0,2,3,0,8,1,0,0,0,0,10,5,1,83.3
Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,24,1995,10.1,1,0,0,14,6,0,12,7,16,0,0,0,98,7,12,36.8
Dimitris Siovas,GRE,DF,Leganés,La Liga,30,1988,21.3,7,0,0,29,13,3,8,25,25,0,1,0,250,74,39,65.5
Salvatore Sirigu,ITA,GK,Torino,Serie A,32,1987,36.0,4,0,0,0,3,0,1,0,0,0,0,0,143,0,0,
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,21,1997,17.8,5,0,0,39,18,1,15,24,35,0,0,0,156,32,23,58.2
Moussa Sissoko,FRA,MF,Tottenham,Premier League,29,1989,27.2,8,0,0,48,21,2,21,22,35,0,1,0,285,31,27,53.4
Sambou Sissoko,FRA,FW,Reims,Ligue 1,20,1999,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0
Pione Sisto,DEN,FW,Celta Vigo,La Liga,24,1995,9.9,2,0,0,11,31,5,25,3,10,0,0,0,61,1,9,10.0
Antonio Sivera,ESP,GK,Alavés,La Liga,22,1996,3.0,1,0,0,1,0,0,0,0,0,0,1,0,16,0,0,
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,24,1995,29.7,4,0,0,38,23,3,7,38,49,0,0,0,392,42,34,55.3
Oliver Skipp,ENG,MF,Tottenham,Premier League,18,2000,0.9,0,0,0,1,0,0,0,0,2,0,0,0,14,0,2,0.0
Łukasz Skorupski,POL,GK,Bologna,Serie A,28,1991,37.0,2,0,0,0,5,0,0,0,0,0,0,0,174,0,0,
Andreas Skov Olsen,DEN,FW,Bologna,Serie A,19,1999,8.4,2,0,0,14,14,3,34,4,7,0,0,0,69,5,11,31.3
Robert Skov,DEN,DF,Hoffenheim,Bundesliga,23,1996,29.0,4,0,0,24,37,2,76,18,30,0,0,0,188,18,24,42.9
Simon Skrabb,FIN,MF,Brescia,Serie A,24,1995,2.9,1,0,0,7,4,0,8,0,4,0,0,0,19,2,6,25.0
Milan Škriniar,SVK,DF,Inter,Serie A,24,1995,29.2,9,1,1,50,30,0,2,18,29,1,0,1,254,37,30,55.2
Steven Skrzybski,GER,FW,Düsseldorf,Bundesliga,26,1992,5.9,0,0,0,3,16,1,7,8,3,0,0,0,33,1,13,7.1
Petar Škuletić,SRB,FW,Montpellier,Ligue 1,29,1990,1.2,0,0,0,4,5,0,0,0,0,1,0,0,8,8,8,50.0
Islam Slimani,ALG,FW,Monaco,Ligue 1,31,1988,14.3,5,1,0,36,17,12,23,2,7,0,0,0,75,42,42,50.0
William Smallbone,IRL,MF,Southampton,Premier League,19,2000,4.4,0,0,0,3,6,0,4,1,8,0,0,0,42,3,20,13.0
Chris Smalling,ENG,DF,Roma,Serie A,29,1989,28.5,3,0,0,37,10,1,6,23,23,0,3,0,287,91,33,73.4
Dennis Smarsch,GER,GK,Hertha BSC,Bundesliga,20,1999,1.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
Adam Smith,ENG,DF,Bournemouth,Premier League,28,1991,22.8,7,0,0,30,43,2,21,23,30,0,2,0,194,36,30,54.5
Emile Smith Rowe,ENG,MF,Arsenal,Premier League,19,2000,1.1,0,0,0,1,1,0,1,1,1,0,0,0,4,0,0,
Fyodor Smolov,RUS,FW,Celta Vigo,La Liga,29,1990,8.3,4,0,0,15,9,8,8,5,1,0,0,0,30,14,23,37.8
Robert Snodgrass,SCO,MF,West Ham,Premier League,31,1987,16.8,4,0,0,28,37,4,52,1,10,0,0,0,129,16,24,40.0
Cédric Soares,POR,DF,Southampton,Premier League,27,1991,14.5,1,0,0,10,3,0,41,16,24,0,0,0,124,20,22,47.6
Cédric Soares,POR,DF,Arsenal,Premier League,27,1991,2.8,0,0,0,7,1,0,17,3,5,0,0,0,23,2,3,40.0
Rafa Soares,POR,DF,Eibar,La Liga,24,1995,4.8,1,0,0,5,1,0,11,2,2,0,0,0,44,7,7,50.0
Lasse Sobiech,GER,DF,Köln,Bundesliga,28,1991,1.0,1,0,0,2,1,0,1,2,0,0,0,0,18,10,3,76.9
Marcel Sobottka,GER,MF,Düsseldorf,Bundesliga,25,1994,7.8,2,0,0,21,11,0,0,9,12,0,0,0,70,5,15,25.0
Rubén Sobrino,ESP,FW,Valencia,La Liga,27,1992,1.9,0,0,0,7,8,1,2,1,4,0,0,0,14,3,7,30.0
Dominic Solanke,ENG,FW,Bournemouth,Premier League,21,1997,18.3,1,0,0,20,25,4,9,7,10,0,0,0,120,51,102,33.3
Roberto Soldado,ESP,FW,Granada,La Liga,34,1985,26.1,14,0,0,50,47,20,23,7,7,1,0,0,85,47,85,35.6
Carlos Soler,ESP,MF,Valencia,La Liga,22,1997,23.0,4,0,0,25,26,1,14,5,17,0,0,0,140,17,17,50.0
Oumar Solet,FRA,DF,Lyon,Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,30,1988,34.0,0,0,0,0,3,0,0,1,0,0,0,0,192,0,0,
Kévin Soni,CMR,FW,Espanyol,La Liga,21,1998,0.0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,
David Soria,ESP,GK,Getafe,La Liga,26,1993,38.0,2,0,0,2,0,0,0,0,0,0,1,0,252,0,0,
Bruno Soriano,ESP,MF,Villarreal,La Liga,35,1984,2.9,1,0,0,5,0,0,0,1,4,0,0,0,22,2,3,40.0
Juan Soriano,ESP,GK,Leganés,La Liga,21,1997,11.0,2,0,0,1,1,0,0,0,0,0,1,0,54,0,0,
Roberto Soriano,ITA,MF,Bologna,Serie A,28,1991,27.4,4,2,0,57,49,4,29,10,37,3,0,0,158,25,50,33.3
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,20,1999,5.7,3,0,0,12,29,2,18,0,3,0,0,0,31,4,5,44.4
Tomáš Souček,CZE,MF,West Ham,Premier League,24,1995,11.6,0,0,0,14,9,0,1,15,25,0,0,1,117,62,38,62.0
Adama Soumaoro,FRA,DF,Lille,Ligue 1,27,1992,4.6,0,0,0,4,1,0,0,3,2,0,0,0,47,13,7,65.0
Adama Soumaoro,FRA,DF,Genoa,Serie A,27,1992,7.1,2,0,0,4,0,1,0,3,5,0,0,0,69,20,6,76.9
Boubakary Soumaré,FRA,MF,Lille,Ligue 1,20,1999,13.5,2,2,1,16,12,0,4,13,17,0,0,0,126,12,11,52.2
Bryan Soumaré,FRA,MF,Dijon,Ligue 1,20,1999,4.3,0,0,0,4,7,0,5,2,7,0,0,0,35,4,7,36.4
Arnaud Souquet,FRA,DF,Montpellier,Ligue 1,27,1992,22.4,6,0,0,39,34,2,46,13,28,0,0,0,191,27,33,45.0
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,22,1997,19.4,2,0,0,43,47,0,24,22,39,0,0,0,235,25,33,43.1
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,23,1996,33.7,4,1,0,34,24,1,4,26,47,0,2,0,362,121,56,68.4
Nikolas Špalek,SVK,MF,Brescia,Serie A,22,1997,17.5,5,0,0,32,17,5,33,6,14,0,0,0,113,4,21,16.0
Leonardo Spinazzola,ITA,DF,Roma,Serie A,26,1993,17.2,2,0,0,13,4,1,59,8,10,0,1,0,148,16,18,47.1
Marco Sportiello,ITA,GK,Atalanta,Serie A,27,1992,5.8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,
Mattia Sprocati,ITA,FW,Parma,Serie A,26,1993,6.6,0,0,0,4,22,1,12,2,3,0,0,0,52,3,5,37.5
Bassem Srarfi,TUN,FW,Nice,Ligue 1,22,1997,1.5,1,0,0,5,6,0,3,1,0,0,0,0,7,0,1,0.0
Dennis Srbeny,GER,FW,Paderborn 07,Bundesliga,25,1994,12.4,2,0,0,20,27,5,2,2,10,0,0,0,45,27,50,35.1
Dennis Srbeny,GER,MF,Norwich City,Premier League,25,1994,0.5,0,0,0,1,0,0,0,0,4,0,0,0,5,1,5,16.7
Jerry St. Juste,NED,DF,Mainz 05,Bundesliga,22,1996,23.5,7,0,0,25,26,1,4,37,36,0,0,0,205,50,53,48.5
Jack Stacey,ENG,DF,Bournemouth,Premier League,23,1996,17.2,2,0,0,17,12,1,16,14,13,0,0,0,185,22,18,55.0
Kostas Stafylidis,GRE,DF,Hoffenheim,Bundesliga,25,1993,4.4,0,0,0,6,3,0,8,6,0,0,0,0,39,6,6,50.0
Benjamin Stambouli,FRA,DF,Schalke 04,Bundesliga,28,1990,9.0,2,0,0,10,5,0,1,17,21,0,0,0,96,11,10,52.4
Junior Stanislas,ENG,MF,Bournemouth,Premier League,29,1989,7.9,1,0,0,5,7,1,13,1,6,0,0,0,60,9,6,60.0
Niklas Stark,GER,DF,Hertha BSC,Bundesliga,24,1995,19.2,8,0,0,33,9,0,0,15,24,0,0,1,139,37,26,58.7
Jed Steer,ENG,GK,Aston Villa,Premier League,26,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Renato Steffen,SUI,MF,Wolfsburg,Bundesliga,27,1991,17.6,6,0,0,35,34,4,32,19,17,0,0,0,150,20,32,38.5
Zack Steffen,USA,GK,Düsseldorf,Bundesliga,24,1995,17.0,0,0,0,0,2,0,0,1,0,0,0,0,108,0,0,
Dale Stephens,ENG,MF,Brighton,Premier League,30,1989,28.1,8,0,0,50,8,0,5,39,40,0,0,0,315,20,23,46.5
Jack Stephens,ENG,DF,Southampton,Premier League,25,1994,27.2,4,1,0,18,17,0,3,18,35,0,1,0,322,43,56,43.4
Mariusz Stępiński,POL,FW,Hellas Verona,Serie A,24,1995,7.8,3,1,0,28,22,8,1,1,4,0,0,0,38,18,46,28.1
Raheem Sterling,ENG,FW,Manchester City,Premier League,24,1994,29.5,5,0,0,34,49,12,63,10,29,3,0,0,160,20,35,36.4
Enda Stevens,IRL,DF,Sheffield Utd,Premier League,29,1990,37.2,7,0,0,50,20,2,84,24,43,0,0,0,340,35,26,57.4
Marco Stiepermann,GER,MF,Norwich City,Premier League,28,1991,13.1,6,0,0,30,16,0,10,3,7,0,0,0,67,14,59,19.2
Lars Stindl,GER,MF,M'Gladbach,Bundesliga,30,1988,15.9,4,0,0,24,24,3,13,8,25,1,0,0,113,21,38,35.6
Kevin Stöger,AUT,MF,Düsseldorf,Bundesliga,25,1993,14.1,3,0,0,31,24,0,24,20,20,0,0,0,148,5,10,33.3
Vlatko Stojanovski,MKD,FW,Nîmes,Ligue 1,22,1997,1.4,0,0,0,1,1,0,1,1,2,0,0,0,6,1,4,20.0
John Stones,ENG,DF,Manchester City,Premier League,25,1994,12.5,0,0,0,5,4,1,0,2,12,0,0,0,153,38,20,65.5
Thomas Strakosha,ALB,GK,Lazio,Serie A,24,1995,38.0,2,0,0,0,5,0,0,0,0,0,0,0,151,0,0,
Gabriel Strefezza,BRA,DF,SPAL,Serie A,22,1997,23.4,9,1,1,56,66,2,52,12,39,0,0,0,163,10,36,21.7
Tobias Strobl,GER,MF,M'Gladbach,Bundesliga,29,1990,6.8,1,0,0,16,11,0,0,8,14,0,0,0,71,9,8,52.9
Christian Strohdiek,GER,DF,Paderborn 07,Bundesliga,31,1988,15.1,3,0,0,12,14,0,4,13,15,0,1,0,161,47,35,57.3
Kevin Strootman,NED,MF,Marseille,Ligue 1,29,1990,15.7,7,0,0,33,13,1,8,11,27,0,0,0,175,27,30,47.4
Jens Stryger Larsen,DEN,DF,Udinese,Serie A,28,1991,31.0,5,0,0,12,9,1,104,15,22,0,0,0,198,10,23,30.3
Stefano Sturaro,ITA,MF,Genoa,Serie A,26,1993,13.9,7,0,0,45,38,2,19,10,26,2,0,0,122,24,35,40.7
Damián Suárez,URU,DF,Getafe,La Liga,31,1988,28.8,15,0,0,63,50,0,67,14,49,0,0,0,323,36,50,41.9
Denis Suárez,ESP,MF,Celta Vigo,La Liga,25,1994,18.1,2,0,0,24,40,0,40,11,16,1,0,0,111,3,16,15.8
Luis Suárez,URU,FW,Barcelona,La Liga,32,1987,22.2,4,0,0,17,35,17,19,1,2,0,0,0,66,5,7,41.7
Mathías Suárez,URU,DF,Montpellier,Ligue 1,23,1996,0.7,0,0,0,2,1,0,0,1,2,0,0,0,1,0,1,0.0
Neven Subotić,SRB,DF,Union Berlin,Bundesliga,30,1988,21.8,3,1,1,17,6,0,5,25,22,0,1,0,233,71,21,77.2
