Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,21,1997,22.6,2,0,0,27,30,10,43,8,22,0,0,0,137,20,35,36.4
Saša Lukić,SRB,MF,Torino,Serie A,22,1996,20.7,5,1,0,49,24,2,12,17,31,0,1,0,171,19,44,30.2
Senad Lulić,BIH,DF,Lazio,Serie A,33,1986,17.5,6,0,0,32,14,7,61,12,24,0,0,0,162,16,11,59.3
John Lundstram,ENG,MF,Sheffield Utd,Premier League,25,1994,27.3,5,0,0,31,15,7,33,18,33,0,0,0,235,26,35,42.6
Sebastiano Luperto,ITA,DF,Napoli,Serie A,22,1996,5.9,2,0,0,7,2,0,4,2,8,0,0,0,51,6,11,35.3
Arnaud Lusamba,COD,MF,Nice,Ligue 1,22,1997,10.9,1,0,0,12,24,1,6,4,16,0,0,0,68,5,12,29.4
Andreas Luthe,GER,GK,Augsburg,Bundesliga,32,1987,10.0,0,0,0,0,2,0,0,0,0,0,0,0,74,0,0,
Lyanco,BRA,DF,Torino,Serie A,22,1997,13.1,5,0,0,18,14,1,4,15,15,0,0,1,124,19,16,54.3
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,25,1993,14.9,4,0,0,21,14,3,32,15,12,0,1,0,100,26,25,51.0
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,29,1990,21.6,1,0,0,15,19,0,0,28,21,0,1,0,262,33,19,63.5
Alexis Mac Allister,ARG,MF,Brighton,Premier League,20,1998,3.9,0,0,0,6,5,1,9,2,4,0,0,0,31,4,4,50.0
Darwin Machís,VEN,FW,Granada,La Liga,26,1993,23.7,5,0,0,47,46,12,76,12,19,0,0,0,153,19,39,32.8
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,20,1998,1.1,1,0,0,1,3,0,1,1,2,0,0,0,12,3,0,100.0
James Maddison,ENG,MF,Leicester City,Premier League,22,1996,29.2,4,0,0,40,98,4,65,12,39,0,0,0,218,6,29,17.1
Lisandro Magallán,ARG,DF,Alavés,La Liga,25,1993,13.3,4,0,0,23,6,1,0,6,13,0,1,0,126,33,21,61.1
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,34,1984,15.5,5,0,0,28,39,0,4,26,19,0,0,0,198,15,10,60.0
Giangiacomo Magnani,ITA,DF,Brescia,Serie A,23,1995,1.3,2,0,0,2,2,0,0,2,0,0,1,0,9,5,0,100.0
Giangiacomo Magnani,ITA,DF,Sassuolo,Serie A,23,1995,1.6,1,0,0,4,1,0,0,1,0,0,0,0,16,10,1,90.9
Hugo Magnetti,FRA,MF,Brest,Ligue 1,21,1998,2.6,1,0,0,4,6,0,6,7,11,0,0,0,36,3,2,60.0
Harry Maguire,ENG,DF,Manchester Utd,Premier League,26,1993,38.0,6,0,0,36,28,6,1,55,27,0,0,0,434,193,69,73.7
Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,19,2000,1.7,1,0,0,3,4,0,0,4,5,0,0,0,9,4,3,57.1
Riyad Mahrez,ALG,FW,Manchester City,Premier League,28,1991,21.6,0,0,0,16,37,13,52,15,21,5,0,0,140,10,23,30.3
Thiago Maia,BRA,MF,Lille,Ligue 1,22,1997,0.5,0,0,0,2,1,0,0,1,3,0,0,0,7,1,1,50.0
Arne Maier,GER,MF,Hertha BSC,Bundesliga,20,1999,5.9,0,0,0,6,4,0,7,5,2,0,0,0,61,2,7,22.2
Habib Maïga,CIV,MF,Metz,Ligue 1,23,1996,25.2,7,0,0,48,29,1,39,23,68,0,0,0,280,38,37,50.7
Mike Maignan,FRA,GK,Lille,Ligue 1,24,1995,28.0,0,0,0,0,6,0,0,0,0,0,0,0,140,1,0,100.0
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,21,1997,15.4,6,1,1,16,15,0,20,17,27,0,0,0,131,14,13,51.9
Josh Maja,NGA,FW,Bordeaux,Ligue 1,20,1998,8.2,0,0,0,18,11,4,0,3,5,0,0,0,40,5,23,17.9
Abdul Majeed Waris,GHA,FW,Strasbourg,Ligue 1,27,1991,4.1,1,0,0,8,20,1,4,4,6,0,0,0,21,1,5,16.7
Žan Majer,SVN,MF,Lecce,Serie A,27,1992,18.5,7,0,0,31,13,1,24,18,20,1,0,0,173,11,12,47.8
Jean-Victor Makengo,FRA,MF,Toulouse,Ligue 1,21,1998,11.0,1,0,0,23,18,1,6,3,10,0,0,0,65,2,19,9.5
Nemanja Maksimović,SRB,MF,Getafe,La Liga,24,1995,32.2,5,0,0,23,14,1,5,40,34,0,0,0,312,62,77,44.6
Nikola Maksimović,SRB,DF,Napoli,Serie A,27,1991,20.0,3,1,0,25,10,0,12,19,21,0,1,0,190,41,21,66.1
Kévin Malcuit,MAR,DF,Napoli,Serie A,28,1991,2.8,0,0,0,4,4,0,13,3,5,0,0,0,22,3,2,60.0
Daniel Maldini,ITA,FW,Milan,Serie A,17,2001,0.3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0.0
Ruslan Malinovskyi,UKR,MF,Atalanta,Serie A,26,1993,17.1,7,1,1,34,61,3,33,3,15,3,0,0,133,13,24,35.1
Yunus Mallı,TUR,FW,Union Berlin,Bundesliga,27,1992,7.5,1,0,0,9,16,0,4,3,4,0,0,0,40,3,8,27.3
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,28,1991,21.8,7,0,0,37,27,3,59,14,28,0,0,0,202,39,26,60.0
Streli Mamba,GER,FW,Paderborn 07,Bundesliga,25,1994,16.9,5,0,0,37,31,11,4,6,11,1,0,0,70,17,27,38.6
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,19,1999,1.6,0,0,0,1,3,0,0,2,0,0,0,0,24,9,1,90.0
Vincent Manceau,FRA,DF,Angers,Ligue 1,30,1989,22.0,1,0,0,16,13,1,41,22,29,0,0,0,174,17,16,51.5
Gianluca Mancini,ITA,DF,Roma,Serie A,23,1996,30.4,16,1,1,78,28,4,4,32,35,0,0,0,269,78,25,75.7
Marco Mancosu,ITA,MF,Lecce,Serie A,30,1988,27.1,3,0,0,26,22,9,40,13,17,2,0,0,170,23,36,39.0
Steve Mandanda,FRA,GK,Marseille,Ligue 1,34,1985,26.3,1,0,0,0,2,0,0,0,0,0,0,0,144,0,1,0.0
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,25,1994,12.3,4,0,0,21,23,1,21,13,32,0,1,1,123,17,16,51.5
Aïssa Mandi,ALG,DF,Betis,La Liga,27,1991,28.6,9,0,0,30,18,5,3,24,16,0,0,0,231,53,41,56.4
Rolando Mandragora,ITA,MF,Udinese,Serie A,22,1997,22.8,2,0,0,50,25,1,26,19,33,0,0,0,206,22,22,50.0
Sadio Mané,SEN,FW,Liverpool,Premier League,27,1992,30.5,3,0,0,48,70,14,52,11,35,2,0,0,169,35,79,30.7
Eliaquim Mangala,FRA,DF,Valencia,La Liga,28,1991,7.5,3,1,1,11,1,1,0,2,4,0,1,0,61,16,8,66.7
Thomas Mangani,FRA,MF,Angers,Ligue 1,32,1987,20.8,0,0,0,23,26,1,47,11,23,0,0,0,209,18,27,40.0
Massimiliano Mangraviti,ITA,DF,Brescia,Serie A,21,1998,10.8,2,0,0,13,5,0,8,2,5,0,1,0,77,20,21,48.8
Kostas Manolas,GRE,DF,Napoli,Serie A,28,1991,24.2,2,0,0,27,16,0,1,15,17,0,1,0,230,62,33,65.3
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,25,1994,17.8,5,0,0,21,11,1,34,13,32,0,1,0,119,18,22,45.0
Giacomo Manzari,ITA,FW,Sassuolo,Serie A,18,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0
Myziane Maolida,FRA,FW,Nice,Ligue 1,20,1999,7.5,0,0,0,11,5,1,12,5,11,0,1,0,47,4,8,33.3
Faitout Maouassa,FRA,DF,Rennes,Ligue 1,21,1998,20.0,3,0,0,17,34,2,48,15,29,0,1,0,150,21,14,60.0
Fernando Marçal,BRA,DF,Lyon,Ligue 1,30,1989,9.2,1,2,0,16,11,0,26,14,17,0,0,2,132,20,5,80.0
Marcelo,BRA,DF,Real Madrid,La Liga,31,1988,14.4,2,0,0,9,21,0,52,15,12,2,0,0,130,10,7,58.8
Marcelo,BRA,DF,Lyon,Ligue 1,32,1987,16.7,4,0,0,16,11,0,1,17,16,0,0,0,194,75,21,78.1
Solly March,ENG,DF,Brighton,Premier League,25,1994,12.7,2,0,0,14,13,2,48,12,17,0,0,0,99,15,15,50.0
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,27,1992,21.1,5,0,0,19,16,0,5,20,9,1,0,0,163,32,29,52.5
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,30,1989,6.0,1,0,0,9,3,2,13,4,0,0,0,0,40,7,13,35.0
Dario Maresic,AUT,DF,Reims,Ligue 1,19,1999,1.0,0,0,0,1,1,0,0,1,0,0,0,0,8,1,2,33.3
Miguel Marí,ESP,MF,Eibar,La Liga,22,1997,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Pablo Marí,ESP,DF,Arsenal,Premier League,25,1993,1.3,0,0,0,2,0,0,0,2,1,0,0,0,8,4,3,57.1
José María Giménez,URU,DF,Atlético Madrid,La Liga,24,1995,19.5,2,0,0,15,17,2,0,9,11,0,0,0,177,55,17,76.4
Mariano,DOM,FW,Real Madrid,La Liga,25,1993,0.5,1,0,0,2,0,0,0,0,0,0,0,0,5,2,3,40.0
Adrian Mariappa,JAM,DF,Watford,Premier League,32,1986,16.8,6,1,1,23,7,2,18,7,12,0,0,1,133,41,32,56.2
Jordan Marié,FRA,MF,Dijon,Ligue 1,27,1991,2.2,0,0,0,6,2,0,1,5,5,0,0,0,25,1,5,16.7
Federico Marigosu,ITA,MF,Cagliari,Serie A,18,2001,0.3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0.0
Adrián Marín,ESP,DF,Alavés,La Liga,22,1997,9.5,1,0,0,23,5,0,16,10,6,0,1,0,69,8,8,50.0
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,25,1994,19.5,2,0,0,14,5,1,5,21,28,0,1,0,164,38,33,53.5
Guillermo Maripán,CHI,DF,Alavés,La Liga,25,1994,1.0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,75.0
Marlon,BRA,DF,Sassuolo,Serie A,23,1995,20.2,8,0,0,28,11,0,0,20,20,0,1,0,156,21,28,42.9
Omar Marmoush,EGY,MF,Wolfsburg,Bundesliga,20,1999,0.9,0,0,0,2,0,0,1,0,0,0,0,0,10,0,1,0.0
Gonzalo Maroni,ARG,MF,Sampdoria,Serie A,20,1999,2.0,0,0,0,4,1,0,2,2,1,0,0,0,14,1,2,33.3
Marquinhos,BRA,MF,Paris S-G,Ligue 1,25,1994,16.4,1,0,0,18,5,0,5,11,25,0,0,0,179,41,32,56.2
Bruno Martella,ITA,DF,Brescia,Serie A,26,1992,14.1,3,0,0,8,2,1,41,14,9,0,0,0,88,12,16,42.9
Roger Martí,ESP,FW,Levante,La Liga,28,1991,25.2,6,1,1,62,36,10,23,7,11,2,0,1,88,31,67,31.6
Anthony Martial,FRA,FW,Manchester Utd,Premier League,23,1995,29.2,1,0,0,32,47,12,20,5,12,1,0,0,76,21,60,25.9
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,22,1997,19.9,2,0,0,19,14,2,59,14,15,0,0,0,161,17,25,40.5
Daniel Martín,ESP,GK,Betis,La Liga,21,1998,5.9,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,
David Martin,ENG,GK,West Ham,Premier League,33,1986,4.8,1,0,0,0,1,0,0,0,0,0,0,0,20,0,0,
Jonas Martin,FRA,MF,Rennes,Ligue 1,29,1990,1.3,1,0,0,3,0,0,2,0,3,0,0,0,20,6,2,75.0
Jonas Martin,FRA,MF,Strasbourg,Ligue 1,29,1990,2.7,0,0,0,2,4,0,5,1,7,0,0,0,31,2,2,50.0
Josh Martin,ENG,FW,Norwich City,Premier League,17,2001,0.4,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,
Martinelli,BRA,FW,Arsenal,Premier League,18,2001,7.4,1,0,0,12,9,2,16,2,13,0,0,0,34,7,32,17.9
Álex Martínez,ESP,DF,Granada,La Liga,28,1990,0.2,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,
Emiliano Martínez,ARG,GK,Arsenal,Premier League,26,1992,8.6,2,0,0,0,0,0,0,0,0,0,0,0,39,0,0,
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,28,1991,33.0,10,0,0,39,42,3,15,26,31,1,1,1,351,101,57,63.9
Javi Martínez,ESP,MF,Osasuna,La Liga,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Javi Martínez,ESP,DF,Bayern Munich,Bundesliga,30,1988,7.5,5,1,1,10,5,1,0,10,8,0,0,0,91,27,10,73.0
Lautaro Martínez,ARG,FW,Inter,Serie A,21,1997,27.2,8,1,0,55,88,22,23,14,13,2,0,0,132,26,62,29.5
Pablo Martínez,ESP,MF,Levante,La Liga,21,1998,0.4,0,0,0,3,1,0,0,1,2,0,0,0,8,0,1,0.0
Pablo Martinez,FRA,DF,Nîmes,Ligue 1,30,1989,26.0,5,1,1,23,32,0,0,37,28,0,2,0,247,62,42,59.6
Gelson Martins,POR,DF,Monaco,Ligue 1,24,1995,18.6,3,1,0,19,25,2,49,24,20,0,1,0,137,8,19,29.6
Adam Marušić,MNE,DF,Lazio,Serie A,26,1992,10.5,3,0,0,15,13,0,16,8,8,0,0,0,66,12,14,46.2
Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,26,1993,22.5,4,0,0,24,22,0,5,38,41,0,0,0,304,57,35,62.0
Andrea Masiello,ITA,DF,Atalanta,Serie A,33,1986,6.0,1,0,0,11,1,0,2,3,13,0,0,0,51,11,5,68.8
Andrea Masiello,ITA,DF,Genoa,Serie A,33,1986,14.7,4,0,0,13,5,0,10,17,14,0,0,0,136,12,13,48.0
Adam Masina,MAR,DF,Watford,Premier League,25,1994,20.2,3,0,0,33,13,2,60,22,25,0,1,0,231,66,29,69.5
Jordi Masip,ESP,GK,Valladolid,La Liga,30,1989,35.0,2,0,0,0,2,0,0,0,0,0,0,0,169,0,0,
Arthur Masuaku,COD,DF,West Ham,Premier League,25,1993,10.4,6,1,1,16,9,0,21,12,27,0,0,0,112,11,10,52.4
Jaime Mata,ESP,FW,Getafe,La Liga,30,1988,30.5,14,0,0,86,59,38,47,4,12,1,0,0,141,101,138,42.3
Juan Mata,ESP,MF,Manchester Utd,Premier League,31,1988,8.4,1,0,0,8,11,4,14,1,7,0,0,0,48,3,7,30.0
Aleš Matějů,CZE,DF,Brescia,Serie A,23,1996,28.3,10,1,1,48,34,1,20,23,29,0,2,1,272,52,34,60.5
Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,22,1997,11.7,2,1,1,9,7,12,3,2,3,0,0,0,43,36,42,46.2
Nemanja Matić,SRB,MF,Manchester Utd,Premier League,30,1988,17.6,3,0,0,33,19,0,2,18,21,0,0,0,242,27,18,60.0
Joël Matip,CMR,DF,Liverpool,Premier League,27,1991,7.8,0,0,0,6,6,0,0,5,9,0,0,0,92,46,5,90.2
Rabbi Matondo,WAL,FW,Schalke 04,Bundesliga,18,2000,12.9,1,0,0,24,18,15,12,5,4,0,0,0,68,12,42,22.2
Alessandro Matri,ITA,FW,Brescia,Serie A,34,1984,1.0,1,1,0,1,1,3,1,0,0,0,0,0,3,4,3,57.1
Federico Mattiello,ITA,DF,Cagliari,Serie A,24,1995,10.3,3,0,0,17,29,2,22,17,20,0,0,0,82,10,15,40.0
Blaise Matuidi,FRA,MF,Juventus,Serie A,32,1987,24.9,2,0,0,42,31,3,33,20,36,0,0,0,155,21,32,39.6
Neal Maupay,FRA,FW,Brighton,Premier League,22,1996,30.7,3,0,0,41,49,15,15,3,17,0,0,0,141,17,85,16.7
Stephy Mavididi,ENG,FW,Dijon,Ligue 1,21,1998,15.5,0,0,0,21,22,1,11,5,14,0,0,0,95,7,26,21.2
Philipp Max,GER,DF,Augsburg,Bundesliga,25,1993,30.1,5,0,0,17,19,4,84,21,25,0,0,0,253,24,29,45.3
Alexandru Maxim,ROU,MF,Mainz 05,Bundesliga,29,1990,1.3,1,0,0,4,1,0,2,0,1,0,0,0,13,0,4,0.0
Eric Maxim Choupo-Moting,CMR,FW,Paris S-G,Ligue 1,30,1989,5.0,0,0,0,4,6,5,4,3,4,0,0,0,22,5,5,50.0
Kévin Mayi,GAB,FW,Brest,Ligue 1,26,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Borja Mayoral,ESP,FW,Levante,La Liga,22,1997,23.8,2,0,0,19,31,14,17,7,4,0,0,0,102,25,67,27.2
Luca Mazzitelli,ITA,MF,Sassuolo,Serie A,23,1995,0.1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,
Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,24,1995,18.8,4,0,0,34,20,0,64,14,42,1,0,0,186,35,25,58.3
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,20,1998,16.8,0,0,0,11,22,18,67,1,2,1,0,0,69,4,4,50.0
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,24,1994,16.7,5,0,0,30,19,2,7,3,11,0,1,0,123,24,18,57.1
Loïc Mbe Soh,FRA,DF,Paris S-G,Ligue 1,18,2001,0.6,0,0,0,0,0,0,1,1,1,0,0,0,6,1,2,33.3
Isaac Mbenza,BEL,FW,Amiens,Ligue 1,23,1996,0.9,0,0,0,2,0,0,3,0,1,0,0,0,3,0,0,
Nathanael Mbuku,FRA,MF,Reims,Ligue 1,17,2002,4.4,0,0,0,9,17,1,4,0,4,0,0,0,26,3,5,37.5
James McArthur,SCO,MF,Crystal Palace,Premier League,31,1987,34.3,6,0,0,68,44,4,34,40,70,1,0,0,345,44,61,41.9
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,23,1996,23.5,4,0,0,35,34,4,11,7,21,0,0,0,141,188,193,49.3
Alex McCarthy,ENG,GK,Southampton,Premier League,29,1989,28.0,0,0,0,1,3,0,0,0,0,0,0,0,117,0,0,
James McCarthy,IRL,MF,Crystal Palace,Premier League,28,1990,18.7,9,0,0,39,19,0,9,14,42,0,0,0,244,15,18,45.5
John McGinn,SCO,MF,Aston Villa,Premier League,24,1994,25.7,3,0,0,39,79,0,42,20,40,0,0,0,205,22,30,42.3
David McGoldrick,IRL,FW,Sheffield Utd,Premier League,31,1987,20.2,2,0,0,41,21,12,11,3,26,0,0,0,112,73,120,37.8
Michael McGovern,NIR,GK,Norwich City,Premier League,35,1984,1.8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
Weston McKennie,USA,MF,Schalke 04,Bundesliga,20,1998,23.0,8,0,0,42,16,0,13,32,35,0,1,0,245,62,35,63.9
Kenny McLean,SCO,MF,Norwich City,Premier League,27,1992,33.0,5,0,0,33,59,1,30,24,31,0,1,0,327,87,87,50.0
Dwight McNeil,ENG,MF,Burnley,Premier League,19,1999,37.1,5,0,0,36,46,0,130,24,28,0,0,0,327,27,27,50.0
Scott McTominay,SCO,MF,Manchester Utd,Premier League,22,1996,19.7,2,0,0,40,57,0,9,23,31,1,0,0,237,42,29,59.2
Biagio Meccariello,ITA,DF,Lecce,Serie A,28,1991,8.5,2,0,0,10,4,1,7,10,15,0,0,0,70,12,18,40.0
Gary Medel,CHI,MF,Bologna,Serie A,31,1987,19.8,10,1,0,42,35,1,2,17,22,0,0,0,265,27,21,56.3
Ben Mee,ENG,DF,Burnley,Premier League,29,1989,32.0,7,0,0,37,20,3,3,22,16,0,3,0,343,143,78,64.7
Joshua Mees,GER,MF,Union Berlin,Bundesliga,23,1996,3.6,1,0,0,6,3,0,2,0,4,0,0,0,27,9,11,45.0
Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,28,1991,13.3,0,0,0,29,29,9,17,2,5,0,0,0,97,23,32,41.8
Soualiho Meïté,FRA,MF,Torino,Serie A,25,1994,24.5,5,0,0,44,45,1,15,19,34,0,1,0,227,60,44,57.7
Farid El Melali,ALG,MF,Angers,Ligue 1,22,1997,3.4,0,0,0,6,7,0,6,6,6,0,0,0,36,2,2,50.0
Óscar Melendo,ESP,MF,Espanyol,La Liga,21,1997,12.4,0,0,0,9,40,0,8,2,6,0,0,0,65,7,20,25.9
Gonzalo Melero,ESP,MF,Levante,La Liga,25,1994,13.7,4,0,0,38,35,3,2,7,16,0,0,0,126,23,34,40.4
Arthur Melo,BRA,MF,Barcelona,La Liga,22,1996,13.1,1,0,0,16,55,1,4,6,13,0,0,0,95,1,7,12.5
Pedro Mendes,POR,DF,Montpellier,Ligue 1,28,1990,15.3,10,1,1,24,23,0,8,14,29,0,1,0,142,18,22,45.0
Thiago Mendes,BRA,MF,Lyon,Ligue 1,27,1992,20.1,4,1,1,20,22,0,6,25,31,0,0,0,222,17,6,73.9
Brais Méndez,ESP,MF,Celta Vigo,La Liga,22,1997,16.4,4,0,0,26,40,5,22,5,13,0,0,0,113,25,38,39.7
Édgar Méndez,ESP,MF,Alavés,La Liga,29,1990,9.6,3,0,0,25,19,11,11,3,8,0,0,0,52,13,24,35.1
Stiven Mendoza,COL,FW,Amiens,Ligue 1,27,1992,12.2,2,0,0,24,21,1,14,7,11,0,0,0,72,8,19,29.6
Alexandre Mendy,GNB,FW,Brest,Ligue 1,25,1994,10.0,3,0,0,22,11,3,5,0,2,0,0,0,50,31,37,45.6
Benjamin Mendy,FRA,DF,Manchester City,Premier League,25,1994,16.6,3,0,0,14,2,1,69,7,17,0,0,0,122,17,16,51.5
Edouard Mendy,SEN,GK,Rennes,Ligue 1,27,1992,24.0,1,0,0,1,5,0,0,0,0,0,0,0,131,0,0,
Ferland Mendy,FRA,DF,Real Madrid,La Liga,24,1995,20.1,8,1,1,27,30,1,52,17,16,1,0,0,180,23,20,53.5
Nampalys Mendy,SEN,MF,Leicester City,Premier League,27,1992,3.2,0,0,0,4,8,0,1,4,4,0,0,0,34,5,1,83.3
Hamza Mendyl,MAR,DF,Dijon,Ligue 1,21,1997,16.0,7,1,0,25,7,0,37,20,27,0,0,0,121,6,15,28.6
Chris Mepham,WAL,DF,Bournemouth,Premier League,21,1997,10.1,1,0,0,13,4,1,0,13,13,0,0,0,106,36,21,63.2
Levent Mercan,GER,MF,Schalke 04,Bundesliga,18,2000,0.8,0,0,0,1,3,0,1,0,0,0,0,0,6,0,1,0.0
Jorge Meré,ESP,DF,Köln,Bundesliga,22,1997,6.9,4,1,0,7,11,0,1,5,5,0,0,1,74,10,18,35.7
Alex Meret,ITA,GK,Napoli,Serie A,22,1997,21.7,0,0,0,0,4,0,0,0,0,0,0,0,97,0,0,
Fran Mérida,ESP,MF,Osasuna,La Liga,29,1990,12.9,9,1,1,20,19,0,14,15,14,0,0,0,162,10,9,52.6
Mikel Merino,ESP,MF,Real Sociedad,La Liga,23,1996,34.9,9,0,0,88,100,2,24,34,63,1,0,0,410,158,92,63.2
Sabin Merino,ESP,FW,Leganés,La Liga,27,1992,0.9,0,0,0,1,1,0,1,1,0,0,0,0,3,2,3,40.0
Yıldırım Mert Çetin,TUR,DF,Roma,Serie A,22,1997,2.9,4,1,1,6,7,0,0,2,3,0,0,0,27,6,4,60.0
Dries Mertens,BEL,FW,Napoli,Serie A,32,1987,18.8,5,0,0,31,30,7,48,3,20,2,0,0,90,3,10,23.1
Roque Mesa,ESP,MF,Leganés,La Liga,30,1989,22.4,11,0,0,47,62,1,33,7,29,0,0,0,204,6,31,16.2
Lionel Messi,ARG,FW,Barcelona,La Liga,32,1987,32.0,4,0,0,21,89,13,62,4,10,1,0,0,127,6,4,60.0
Thomas Meunier,BEL,DF,Paris S-G,Ligue 1,27,1991,13.8,3,0,0,20,2,0,50,11,16,0,0,0,143,14,13,51.9
Mexer,MOZ,DF,Bordeaux,Ligue 1,30,1988,16.5,5,0,0,15,11,1,6,12,15,0,0,0,167,44,24,64.7
Max Meyer,GER,MF,Crystal Palace,Premier League,23,1995,7.3,1,0,0,7,17,2,8,4,8,0,0,0,50,3,7,30.0
Kingsley Michael,NGA,MF,Bologna,Serie A,19,1999,0.8,0,0,0,4,0,0,0,0,0,0,0,0,13,3,2,60.0
Míchel,ESP,MF,Valladolid,La Liga,31,1988,24.2,6,0,0,50,15,2,34,27,32,0,0,0,282,16,22,42.1
Sven Michel,GER,FW,Paderborn 07,Bundesliga,29,1990,15.3,7,0,0,35,17,14,17,2,7,0,0,0,78,28,50,35.9
Miguel,ESP,FW,Valladolid,La Liga,19,1999,2.6,1,0,0,5,8,1,3,0,1,0,0,0,5,6,27,18.2
Florian Miguel,FRA,DF,Nîmes,Ligue 1,22,1996,22.8,8,1,1,46,55,2,44,27,32,1,0,0,159,35,29,54.7
Georges Mikautadze,GEO,FW,Metz,Ligue 1,18,2000,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Nikola Milenković,SRB,DF,Fiorentina,Serie A,21,1997,36.2,9,0,0,75,18,1,1,20,48,0,0,0,311,83,25,76.9
Arkadiusz Milik,POL,FW,Napoli,Serie A,25,1994,19.4,5,0,0,28,31,13,6,1,9,0,0,0,59,36,35,50.7
Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,24,1995,33.7,9,0,0,78,53,8,40,25,59,0,1,0,269,120,84,58.8
Éder Militão,BRA,DF,Real Madrid,La Liga,21,1998,11.4,3,0,0,18,15,2,1,14,14,0,0,0,106,39,10,79.6
Luka Milivojević,SRB,MF,Crystal Palace,Premier League,28,1991,27.9,12,0,0,66,28,1,35,27,37,0,1,0,331,31,21,59.6
Vincenzo Millico,ITA,MF,Torino,Serie A,18,2000,2.4,0,0,0,5,3,0,16,0,1,0,0,0,6,0,0,
James Milner,ENG,MF,Liverpool,Premier League,33,1986,10.4,4,0,0,14,17,1,14,7,10,0,0,0,102,16,8,66.7
Santi Mina,ESP,FW,Celta Vigo,La Liga,23,1995,21.6,4,0,0,49,41,11,20,11,8,2,1,0,115,88,112,44.0
Yerry Mina,COL,DF,Everton,Premier League,24,1994,25.4,3,0,0,22,12,2,4,15,20,0,0,1,279,112,63,64.0
Takumi Minamino,JPN,FW,Liverpool,Premier League,24,1995,2.8,0,0,0,6,5,0,4,0,3,0,0,0,11,5,5,50.0
Tyrone Mings,ENG,DF,Aston Villa,Premier League,26,1993,32.2,7,0,0,27,13,2,6,20,17,0,1,0,330,66,40,62.3
Jorge Miramón,ESP,DF,Levante,La Liga,30,1989,27.0,4,1,0,21,24,0,61,40,32,0,2,0,251,22,26,45.8
Juan Miranda,ESP,DF,Schalke 04,Bundesliga,19,2000,8.7,2,0,0,11,18,1,22,4,7,0,1,1,78,9,21,30.0
Antonio Mirante,ITA,GK,Roma,Serie A,36,1983,5.0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,
Simone Missiroli,ITA,MF,SPAL,Serie A,33,1986,31.1,7,0,0,31,27,0,6,37,28,2,0,0,321,57,33,63.3
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,19,1999,2.2,1,0,0,1,2,0,4,1,2,0,0,0,18,1,6,14.3
Stefan Mitrović,SRB,DF,Strasbourg,Ligue 1,29,1990,22.8,4,0,0,19,10,0,0,10,15,0,1,0,169,53,31,63.1
Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,22,1997,21.0,4,0,0,25,26,0,68,32,35,0,0,0,221,44,24,64.7
