Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Mahamadou Doucouré,MLI,FW,Nîmes,Ligue 1,20,2000,0.5,0,0,0,0,2,0,2,1,0,0,0,0,2,1,1,50.0
Cheick Doukouré,CIV,MF,Levante,La Liga,27,1992,1.1,1,0,0,9,3,1,0,2,4,0,0,0,10,1,1,50.0
Idrissa Doumbia,CIV,MF,Huesca,La Liga,22,1998,8.7,4,0,0,15,6,0,0,9,10,0,0,0,79,2,5,28.6
Moussa Doumbia,MLI,MF,Reims,Ligue 1,25,1994,10.0,1,0,0,11,33,2,21,16,3,0,0,0,84,2,18,10.0
Souleyman Doumbia,CIV,DF,Angers,Ligue 1,23,1996,24.7,8,0,0,37,18,0,35,40,34,1,1,1,191,29,21,58.0
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,29,1991,12.6,3,0,0,13,6,0,5,15,10,0,0,0,168,27,15,64.3
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,22,1997,35.0,0,1,0,1,5,0,0,0,0,0,1,0,172,0,0,
Denis Drăguș,ROU,FW,Crotone,Serie A,21,1999,2.0,1,0,0,4,4,2,3,1,3,0,0,0,14,1,3,25.0
Radu Drăgușin,ROU,DF,Juventus,Serie A,18,2002,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Mouhamadou Drammeh,FRA,MF,Reims,Ligue 1,21,1999,1.9,1,0,0,2,5,0,0,2,1,0,0,0,17,2,6,25.0
Julian Draxler,GER,MF,Paris S-G,Ligue 1,26,1993,11.8,3,0,0,11,14,4,22,16,7,0,0,0,59,6,3,66.7
Dominick Drexler,GER,MF,Köln,Bundesliga,30,1990,13.7,1,0,0,24,24,6,37,18,23,0,0,0,95,15,21,41.7
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,31,1989,15.0,1,0,0,0,1,0,0,0,0,0,0,0,67,0,0,
Domingos Duarte,POR,DF,Granada,La Liga,25,1995,26.3,5,1,0,20,22,0,2,31,19,0,1,0,264,55,34,61.8
Léo Duarte,BRA,DF,Milan,Serie A,24,1996,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Óscar Duarte,CRC,DF,Levante,La Liga,31,1989,22.9,2,0,0,33,6,2,2,25,14,0,1,0,184,85,50,63.0
Rubén Duarte,ESP,DF,Alavés,La Liga,24,1995,28.3,5,1,1,52,41,0,58,42,34,0,1,0,252,59,29,67.0
Leo Dubois,FRA,DF,Lyon,Ligue 1,25,1994,32.3,3,0,0,23,34,2,129,30,34,1,1,0,327,36,23,61.0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,31,1989,13.0,0,0,0,0,4,0,0,0,0,0,0,0,65,0,0,
Ondrej Duda,SVK,FW,Köln,Bundesliga,25,1994,28.2,8,1,1,63,61,5,51,19,29,0,0,0,208,41,78,34.5
Unai Dufur,ESP,DF,Eibar,La Liga,21,1999,0.7,0,0,0,1,0,0,0,0,2,0,0,0,6,1,1,50.0
Haris Duljević,BIH,MF,Nîmes,Ligue 1,26,1993,8.6,1,0,0,10,14,1,14,13,14,0,0,0,64,5,26,16.1
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,28,1991,13.9,2,0,0,10,4,0,9,17,11,0,0,0,72,39,31,55.7
Alfred Duncan,GHA,MF,Cagliari,Serie A,27,1993,11.9,2,0,0,20,13,0,9,16,15,0,0,0,131,12,14,46.2
Alfred Duncan,GHA,MF,Fiorentina,Serie A,27,1993,1.8,0,0,0,4,2,0,1,3,1,0,0,0,16,2,5,28.6
Lewis Dunk,ENG,DF,Brighton,Premier League,28,1991,32.6,5,2,0,20,21,2,1,29,19,0,0,1,408,69,40,63.3
Jimmy Dunne,IRL,DF,Burnley,Premier League,22,1997,3.0,1,0,0,3,3,0,0,3,2,0,0,0,59,23,7,76.7
Filip Đuričić,SRB,MF,Sassuolo,Serie A,28,1992,23.1,5,0,0,56,51,5,13,8,22,0,0,0,145,24,34,41.4
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,28,1992,16.4,1,0,0,11,14,1,38,23,16,0,0,0,130,22,23,48.9
Hugo Duro,ESP,FW,Real Madrid,La Liga,20,1999,0.6,0,0,0,1,1,0,1,0,0,0,0,0,1,1,5,16.7
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,23,1997,22.5,4,0,0,22,18,0,8,18,24,0,2,0,221,47,45,51.1
Paulo Dybala,ARG,FW,Juventus,Serie A,26,1993,12.6,0,0,0,13,34,4,24,3,11,0,0,0,58,1,11,8.3
Edin Džeko,BIH,FW,Roma,Serie A,34,1986,20.3,2,0,0,26,39,10,17,4,7,1,0,0,81,92,54,63.0
Steeve-Mike Ebongue,FRA,MF,Genoa,Serie A,19,2001,0.6,0,0,0,0,0,0,0,1,1,0,0,0,11,0,0,
Enzo Ebosse,CMR,DF,Angers,Ligue 1,21,1999,2.9,1,0,0,3,4,0,3,1,3,0,0,0,20,1,2,33.3
Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,32,1988,38.0,3,0,0,17,27,1,1,82,45,0,1,0,348,122,53,69.7
Simone Edera,ITA,DF,Torino,Serie A,23,1997,0.6,0,0,0,2,1,0,2,0,0,0,0,0,5,0,0,
Ederson,BRA,GK,Manchester City,Premier League,26,1993,36.0,3,0,0,1,4,0,0,0,0,0,0,0,132,0,0,
Kyle Edwards,ENG,MF,West Brom,Premier League,22,1998,1.3,0,0,0,1,3,0,1,1,0,0,0,0,9,0,0,
John Egan,IRL,DF,Sheffield Utd,Premier League,27,1992,29.2,7,1,0,33,10,0,2,41,30,0,0,0,259,86,57,60.1
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,22,1998,0.4,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,100.0
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23,1996,32.7,5,0,0,37,47,1,15,43,44,0,0,0,351,42,57,42.4
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,25,1995,12.6,5,0,0,23,15,2,29,17,21,0,1,0,117,25,13,65.8
Albin Ekdal,SWE,MF,Sampdoria,Serie A,31,1989,25.5,9,0,0,57,64,0,3,34,49,0,1,0,309,38,29,56.7
Hugo Ekitike,FRA,MF,Reims,Ligue 1,18,2002,1.0,1,0,0,2,1,0,0,0,1,0,0,0,5,3,1,75.0
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,18,2002,1.7,0,0,0,2,4,1,1,1,1,0,0,0,7,2,4,33.3
Niclas Eliasson,SWE,MF,Nîmes,Ligue 1,24,1995,20.0,1,0,0,24,44,4,68,22,24,0,0,0,98,23,49,31.9
Elif Elmas,MKD,MF,Napoli,Serie A,20,1999,8.2,3,0,0,9,9,1,4,5,9,0,0,0,48,1,7,12.5
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,1987,9.3,2,0,0,8,2,0,32,27,13,0,0,0,97,27,9,75.0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,28,1992,17.2,3,0,0,18,16,0,3,20,11,0,0,0,144,8,19,29.6
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,1994,20.9,5,0,0,23,29,1,7,8,17,0,1,1,209,59,42,58.4
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,23,1996,28.2,1,0,0,15,15,1,2,64,33,0,0,0,273,95,51,65.1
Rodrigo Ely,BRA,DF,Alavés,La Liga,26,1993,5.2,1,0,0,8,3,0,0,2,3,0,0,0,50,16,2,88.9
Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,17,2003,6.2,1,0,0,8,15,5,6,2,2,0,0,0,38,12,14,46.2
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,23,1997,16.0,4,0,0,38,55,11,10,6,14,3,0,0,96,36,62,36.7
Emerson,BRA,DF,Betis,La Liga,21,1999,33.2,9,1,0,62,75,3,74,67,60,1,1,1,249,56,37,60.2
Renaud Emond,BEL,FW,Nantes,Ligue 1,28,1991,3.9,1,0,0,7,15,0,3,1,2,1,0,0,10,14,27,34.1
Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,1994,2.4,1,0,0,4,1,0,0,5,1,0,0,0,24,3,5,37.5
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,23,1997,25.7,2,0,0,26,36,25,17,8,17,1,0,0,99,101,80,55.8
Keita Endo,JPN,MF,Union Berlin,Bundesliga,22,1997,5.1,0,0,0,8,13,2,10,9,4,0,0,0,37,8,14,36.4
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,27,1993,32.8,5,0,0,53,63,0,5,47,62,1,0,0,394,67,46,59.3
Sergi Enrich,ESP,FW,Eibar,La Liga,30,1990,15.6,1,0,0,31,20,8,7,11,15,1,0,0,85,92,100,47.9
Christian Eriksen,DEN,MF,Inter,Serie A,28,1992,15.4,1,0,0,14,8,1,26,10,8,0,1,0,128,12,5,70.6
Martin Erlic,CRO,DF,Spezia,Serie A,22,1998,20.0,6,0,0,40,11,0,1,30,18,0,0,0,216,50,36,58.1
Patrick Erras,GER,MF,Werder Bremen,Bundesliga,25,1995,0.3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,58.3
Gonzalo Escalante,ARG,MF,Lazio,Serie A,27,1993,8.1,5,0,0,16,10,0,0,9,19,0,0,0,118,16,18,47.1
Aarón Escandell,ESP,GK,Granada,La Liga,24,1995,5.0,1,0,0,1,0,0,0,0,0,0,0,0,27,0,0,
Dani Escriche,ESP,FW,Huesca,La Liga,22,1998,9.5,5,1,0,23,22,6,4,8,13,1,0,0,62,18,33,35.3
Sergio Escudero,ESP,DF,Sevilla,La Liga,30,1989,6.3,3,0,0,8,8,1,13,7,8,0,0,0,43,12,6,66.7
Alfonso Espino,URU,DF,Cádiz,La Liga,28,1992,28.9,6,0,0,34,22,3,61,46,58,0,0,0,249,38,43,46.9
Vicente Esquerdo,ESP,MF,Valencia,La Liga,21,1999,2.6,1,0,0,4,1,0,2,5,6,0,0,0,18,2,3,40.0
Nahuel Estévez,ARG,MF,Spezia,Serie A,24,1995,19.6,7,0,0,36,27,0,51,32,13,0,0,0,160,15,23,39.5
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,1998,13.0,1,0,0,29,24,6,61,29,24,1,1,0,132,11,15,42.3
Yoann Etienne,FRA,DF,Lorient,Ligue 1,23,1997,1.0,1,0,0,2,1,0,2,2,1,0,0,0,10,1,3,25.0
Xabier Etxeita,ESP,DF,Getafe,La Liga,32,1987,9.8,3,0,0,14,5,0,0,10,6,0,0,1,112,18,24,42.9
Jonny Evans,NIR,DF,Leicester City,Premier League,32,1988,27.5,7,0,0,21,15,1,2,41,12,0,0,1,354,93,38,71.0
Edu Expósito,ESP,MF,Eibar,La Liga,23,1996,27.3,4,0,0,38,39,0,36,32,27,0,0,0,332,36,42,46.2
Valentin Eysseric,FRA,MF,Fiorentina,Serie A,28,1992,8.1,2,0,0,14,14,0,18,9,10,0,0,0,61,8,10,44.4
Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,1998,28.4,3,0,0,21,83,1,26,29,22,0,0,0,203,12,32,27.3
Jokin Ezkieta,ESP,GK,Athletic Club,La Liga,23,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Łukasz Fabiański,POL,GK,West Ham,Premier League,35,1985,35.0,2,0,0,1,6,0,0,0,0,0,1,0,164,0,0,
Fabinho,BRA,DF,Liverpool,Premier League,26,1993,28.5,6,0,0,39,31,0,2,49,51,1,2,0,319,62,52,54.4
Fábio,BRA,DF,Nantes,Ligue 1,30,1990,16.7,5,1,1,39,14,1,22,21,39,1,2,0,154,36,33,52.2
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,33,1987,9.7,2,0,0,16,14,0,15,3,14,0,0,0,83,9,12,42.9
Bandiougou Fadiga,FRA,MF,Brest,Ligue 1,19,2001,0.5,0,0,0,0,1,0,1,1,0,0,0,0,5,0,1,0.0
Bandiougou Fadiga,FRA,FW,Paris S-G,Ligue 1,19,2001,0.7,1,0,0,2,2,0,1,1,1,0,0,0,5,0,0,
Wout Faes,BEL,DF,Reims,Ligue 1,22,1998,32.2,13,2,1,26,17,0,1,55,32,0,1,0,276,69,33,67.6
Nicolò Fagioli,ITA,MF,Juventus,Serie A,19,2001,0.2,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0.0
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,31,1988,20.8,2,0,0,0,3,0,0,0,0,0,0,0,114,0,0,
Romain Faivre,FRA,MF,Brest,Ligue 1,22,1998,32.1,0,0,0,35,81,0,46,33,47,0,1,1,245,17,25,40.5
Fali,ESP,DF,Cádiz,La Liga,26,1993,29.3,11,0,0,26,26,0,13,24,21,0,1,0,181,44,33,57.1
Iago Falque,ESP,MF,Benevento,Serie A,30,1990,4.0,0,0,0,0,3,0,14,3,2,0,0,0,36,1,8,11.1
Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,18,2002,2.4,2,0,0,9,4,1,0,1,3,0,0,0,19,5,5,50.0
Paolo Faragò,ITA,DF,Cagliari,Serie A,27,1993,4.1,2,0,0,9,4,0,7,9,3,0,0,0,30,7,4,63.6
Paolo Faragò,ITA,DF,Bologna,Serie A,27,1993,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,28,1991,32.1,8,0,0,48,44,10,50,56,37,0,0,0,281,53,37,58.9
Mohamed Fares,ALG,DF,Lazio,Serie A,24,1996,12.7,5,0,0,30,9,2,47,13,9,0,1,0,97,12,13,48.0
Diego Farias,BRA,FW,Spezia,Serie A,30,1990,16.8,5,0,0,19,19,2,25,13,8,0,0,0,71,8,9,47.1
Wuilker Faríñez,VEN,GK,Lens,Ligue 1,22,1998,1.2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
Noah Fatar,FRA,FW,Angers,Ligue 1,18,2002,0.2,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0.0
Ansu Fati,ESP,FW,Barcelona,La Liga,17,2002,4.8,1,0,0,5,11,2,5,1,3,2,0,0,20,2,4,33.3
Julien Faussurier,FRA,DF,Brest,Ligue 1,33,1987,10.6,2,0,0,12,6,1,44,8,15,0,1,0,94,10,10,50.0
Andrea Favilli,ITA,FW,Hellas Verona,Serie A,23,1997,3.8,1,0,0,14,11,9,0,0,3,0,0,0,13,11,29,27.5
Federico Fazio,ARG,DF,Roma,Serie A,33,1987,4.5,2,0,0,6,3,0,2,5,4,0,1,0,44,20,8,71.4
Nabil Fekir,FRA,MF,Betis,La Liga,27,1993,29.1,5,1,0,83,120,13,56,12,36,3,0,0,156,21,74,22.1
Felipe,BRA,DF,Atlético Madrid,La Liga,31,1989,22.9,8,0,0,34,14,0,2,43,23,0,0,1,218,89,22,80.2
Luiz Felipe,ITA,DF,Lazio,Serie A,23,1997,10.1,5,0,0,18,10,1,1,21,26,0,0,0,85,13,16,44.8
João Félix,POR,FW,Atlético Madrid,La Liga,20,1999,17.5,6,0,0,20,56,6,13,9,6,1,0,0,94,23,30,43.4
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,22,1997,29.0,5,0,0,29,26,1,7,36,24,0,1,1,278,109,52,67.7
Zinedine Ferhat,ALG,FW,Nîmes,Ligue 1,27,1993,32.9,2,0,0,26,71,9,83,34,19,3,0,0,189,74,73,50.3
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,25,1994,34.4,6,0,0,50,68,3,91,22,39,0,1,0,239,13,43,23.2
Edimilson Fernandes,SUI,MF,Mainz 05,Bundesliga,24,1996,9.3,1,0,0,7,6,1,13,23,5,0,0,0,86,8,5,61.5
Aitor Fernández,ESP,GK,Levante,La Liga,29,1991,29.0,0,0,0,0,1,0,0,0,0,0,0,0,148,0,1,0.0
Álex Fernández,ESP,MF,Cádiz,La Liga,27,1992,21.6,1,0,0,16,34,1,41,21,15,0,0,0,186,22,28,44.0
Álvaro Fernández,ESP,GK,Huesca,La Liga,22,1998,22.0,0,0,0,1,3,0,0,0,0,0,0,0,108,0,0,
Andrés Fernández,ESP,GK,Huesca,La Liga,33,1986,16.0,0,0,0,0,4,0,0,0,0,0,0,0,86,0,0,
Augusto Fernández,ARG,MF,Cádiz,La Liga,34,1986,4.1,1,0,0,8,4,0,0,11,6,0,0,0,42,2,5,28.6
Carlos Fernández,ESP,FW,Sevilla,La Liga,24,1996,1.6,0,0,0,2,9,0,2,1,0,0,0,0,9,5,6,45.5
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,24,1996,4.3,5,0,0,18,15,0,2,3,1,0,1,0,24,14,19,42.4
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,31,1989,23.1,4,0,0,16,15,0,10,17,17,0,1,1,158,46,36,56.1
Joaquín Fernández,ESP,DF,Valladolid,La Liga,24,1996,23.0,8,0,0,32,13,3,1,33,18,1,1,0,197,65,46,58.6
Fernandinho,BRA,MF,Manchester City,Premier League,35,1985,13.2,6,0,0,31,10,0,6,26,22,0,0,0,132,29,18,61.7
Fernando,BRA,MF,Sevilla,La Liga,33,1987,28.3,6,0,0,46,20,1,2,40,52,0,0,0,289,58,39,59.8
Alex Ferrari,ITA,DF,Sampdoria,Serie A,26,1994,9.8,3,0,0,11,13,0,4,17,23,0,0,0,84,17,8,68.0
David Ferreiro,ESP,MF,Huesca,La Liga,32,1988,28.1,5,0,0,61,50,15,112,18,14,0,0,0,199,12,26,31.6
Salvador Ferrer,ESP,DF,Spezia,Serie A,22,1998,13.2,4,0,0,18,8,0,46,20,10,0,1,0,130,22,16,57.9
Facundo Ferreyra,ARG,FW,Celta Vigo,La Liga,29,1991,3.3,5,1,1,22,7,1,1,0,2,0,0,0,12,12,14,46.2
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,28,1992,28.6,6,0,0,59,38,0,15,17,61,0,0,0,332,22,30,42.3
Marco Festa,ITA,GK,Crotone,Serie A,28,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Fidel,ESP,MF,Elche,La Liga,30,1989,26.6,8,0,0,33,48,5,77,13,30,0,0,0,164,12,25,32.4
Sam Field,ENG,MF,West Brom,Premier League,22,1998,0.7,0,0,0,2,1,0,0,0,7,0,0,0,12,1,2,33.3
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,31,1989,6.0,0,0,0,13,5,2,10,1,1,0,0,0,39,17,26,39.5
Roberto Firmino,BRA,FW,Liverpool,Premier League,28,1991,31.5,2,0,0,23,31,4,32,10,22,0,0,0,204,25,87,22.3
Junior Firpo,ESP,DF,Barcelona,La Liga,23,1996,3.2,2,0,0,11,6,3,4,4,2,0,0,0,20,2,2,50.0
John Fleck,SCO,MF,Sheffield Utd,Premier League,28,1991,28.6,4,0,0,42,35,1,35,39,27,0,0,0,235,9,19,32.1
Mark Flekken,NED,GK,Freiburg,Bundesliga,27,1993,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,
Florian Flick,GER,MF,Schalke 04,Bundesliga,20,2000,4.0,1,0,0,6,3,0,0,6,7,0,0,0,38,5,8,38.5
Alexis Flips,FRA,MF,Reims,Ligue 1,20,2000,0.5,0,0,0,1,1,0,4,0,0,0,0,0,2,0,0,
Alessandro Florenzi,ITA,DF,Paris S-G,Ligue 1,29,1991,17.1,1,0,0,12,8,2,71,16,19,0,0,0,132,11,24,31.4
Kingsley Fobi,GHA,DF,Granada,La Liga,21,1998,0.5,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Phil Foden,ENG,FW,Manchester City,Premier League,20,2000,18.0,0,0,0,17,39,3,36,12,16,0,0,0,93,14,30,31.8
Mamadou Fofana,MLI,MF,Metz,Ligue 1,22,1998,11.9,2,0,0,12,2,0,0,15,14,0,1,0,115,5,12,29.4
Seko Fofana,CIV,MF,Lens,Ligue 1,25,1995,25.7,2,0,0,27,24,1,21,32,11,1,1,0,207,27,22,55.1
Wesley Fofana,FRA,DF,Leicester City,Premier League,19,2000,25.1,7,0,0,44,34,2,1,51,41,1,1,0,279,94,56,62.7
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,19,2000,3.5,1,0,0,6,4,1,1,4,5,0,0,0,34,10,7,58.8
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,21,1999,31.9,10,1,1,49,36,0,12,43,80,0,1,0,298,20,17,54.1
Thomas Foket,BEL,DF,Reims,Ligue 1,25,1994,36.9,4,0,0,36,35,4,51,57,46,1,0,1,261,29,43,40.3
Ramón Folch,ESP,MF,Elche,La Liga,30,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,22,1998,24.2,8,0,0,55,18,0,3,42,49,0,1,0,243,30,36,45.5
Thomas Fontaine,MAD,DF,Lorient,Ligue 1,29,1991,3.6,0,0,0,1,2,0,0,1,2,0,1,0,17,2,6,25.0
José Fontán,ESP,DF,Celta Vigo,La Liga,20,2000,7.2,3,1,1,19,6,1,7,9,7,0,0,0,56,12,9,57.1
José Fonte,POR,DF,Lille,Ligue 1,36,1983,35.4,7,0,0,31,12,0,11,34,27,1,1,1,358,89,32,73.6
Fernando Forestieri,ITA,FW,Udinese,Serie A,30,1990,6.1,1,0,0,12,22,5,9,1,9,0,0,0,45,6,14,30.0
Pablo Fornals,ESP,FW,West Ham,Premier League,24,1996,28.6,3,0,0,34,28,7,33,33,29,0,0,0,216,25,37,40.3
Emil Forsberg,SWE,FW,RB Leipzig,Bundesliga,28,1991,17.1,0,0,0,20,27,7,13,7,8,2,0,0,70,12,27,30.8
Fraser Forster,ENG,GK,Southampton,Premier League,32,1988,8.0,0,0,0,1,5,0,0,0,0,0,1,0,40,0,0,
Philipp Förster,GER,FW,Stuttgart,Bundesliga,25,1995,16.8,4,0,0,27,28,4,19,16,22,0,0,0,101,12,15,44.4
Steven Fortes,CPV,DF,Lens,Ligue 1,28,1992,15.9,7,1,1,24,10,0,1,28,20,0,0,1,124,42,21,66.7
Yassin Fortune,FRA,FW,Angers,Ligue 1,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Timothy Fosu-Mensah,NED,DF,Manchester Utd,Premier League,22,1998,0.9,1,0,0,1,0,1,5,1,1,0,0,0,11,1,0,100.0
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,22,1998,4.5,2,0,0,5,5,0,5,6,5,0,0,0,39,11,3,78.6
Daam Foulon,BEL,DF,Benevento,Serie A,21,1999,11.3,4,0,0,18,23,0,20,7,8,0,0,1,61,12,5,70.6
Dimitri Foulquier,FRA,DF,Granada,La Liga,27,1993,29.6,7,0,0,35,27,3,33,32,28,0,1,1,218,24,42,36.4
Juan Foyth,ARG,DF,Villarreal,La Liga,22,1998,13.0,6,0,0,22,18,0,2,19,26,0,1,0,129,35,22,61.4
Gianluca Frabotta,ITA,DF,Juventus,Serie A,21,1999,7.7,5,0,0,12,4,0,31,12,6,0,0,0,64,13,15,46.4
Raphael Framberger,GER,DF,Augsburg,Bundesliga,24,1995,17.1,6,1,1,15,12,1,42,27,16,0,2,1,157,22,32,40.7
Tyrese Francois,AUS,DF,Fulham,Premier League,20,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,26,1994,10.3,2,1,1,5,20,0,52,3,1,1,0,0,58,5,26,16.1
Fred,BRA,MF,Manchester Utd,Premier League,27,1993,26.6,5,0,0,67,41,1,7,47,55,0,0,0,311,10,14,41.7
Ryan Fredericks,ENG,DF,West Ham,Premier League,27,1992,6.3,2,0,0,16,10,1,18,8,6,0,0,0,56,9,14,39.1
Remo Freuler,SUI,MF,Atalanta,Serie A,28,1992,30.1,5,0,0,50,33,1,18,50,56,0,0,0,383,27,29,48.2
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,22,1998,30.9,6,0,0,36,32,0,10,62,43,0,0,0,259,41,24,63.1
Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,24,1995,34.0,1,0,0,29,25,2,9,44,39,0,1,0,348,93,68,57.8
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,19,2000,4.8,1,0,0,8,12,0,16,3,3,0,0,0,31,6,12,33.3
Jorge de Frutos,ESP,MF,Levante,La Liga,23,1997,24.3,3,0,0,44,35,3,73,24,31,2,0,0,119,15,32,31.9
Christian Fuchs,AUT,DF,Leicester City,Premier League,34,1986,7.8,4,0,0,16,6,0,8,12,9,0,1,0,80,24,14,63.2
Angelo Fulgini,FRA,MF,Angers,Ligue 1,23,1996,30.3,4,0,0,31,141,3,44,15,14,0,0,0,233,19,47,28.8
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,27,1993,9.7,1,0,0,15,17,15,3,4,5,1,0,0,28,58,77,43.0
Ramiro Funes Mori,ARG,DF,Villarreal,La Liga,29,1991,8.1,1,0,0,7,3,0,2,14,3,0,0,0,70,24,12,66.7
Darnell Furlong,ENG,DF,West Brom,Premier League,24,1995,32.6,5,0,0,35,38,3,74,28,17,0,2,1,212,129,75,63.2
Daniel Fuzato,BRA,GK,Roma,Serie A,23,1997,5.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,
Baptiste Gabard,FRA,MF,Saint-Étienne,Ligue 1,20,2000,1.5,1,0,0,2,3,0,0,0,3,0,0,0,12,1,3,25.0
Matteo Gabbia,ITA,DF,Milan,Serie A,20,1999,6.2,2,0,0,7,5,0,0,5,4,0,0,0,66,22,8,73.3
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,28,1991,9.7,1,0,0,13,20,4,6,3,3,0,0,0,40,10,25,28.6
Mijat Gaćinović,SRB,DF,Hoffenheim,Bundesliga,25,1995,9.1,5,0,0,15,9,0,18,17,9,0,0,0,99,7,11,38.9
Roberto Gagliardini,ITA,MF,Inter,Serie A,26,1994,13.7,2,0,0,26,17,0,13,15,17,0,0,0,80,24,15,61.5
Riccardo Gagliolo,SWE,DF,Parma,Serie A,30,1990,21.7,6,0,0,31,36,0,39,30,29,0,0,0,174,27,28,49.1
Adolfo Gaich,ARG,FW,Benevento,Serie A,21,1999,8.5,1,0,0,30,19,3,3,5,3,0,1,0,28,15,52,22.4
Andrey Galabinov,BUL,FW,Spezia,Serie A,31,1988,4.8,0,0,0,6,5,3,1,0,1,0,0,0,17,9,24,27.3
Javi Galán,ESP,DF,Huesca,La Liga,25,1994,34.1,5,0,0,65,113,5,104,28,74,0,0,0,283,19,35,35.2
Conor Gallagher,ENG,MF,West Brom,Premier League,20,2000,28.1,11,0,0,63,75,0,32,39,53,0,0,0,271,24,37,39.3
Enric Gallego,ESP,FW,Osasuna,La Liga,33,1986,9.0,2,0,0,34,11,4,8,1,6,0,0,0,47,82,67,55.0
Kévin Gameiro,FRA,FW,Valencia,La Liga,33,1987,12.0,0,0,0,9,9,9,2,0,6,0,0,0,36,9,28,24.3
Idrissa Gana Gueye,SEN,MF,Paris S-G,Ligue 1,30,1989,17.6,3,0,0,41,23,0,7,25,45,0,0,0,200,25,20,55.6
Ignatius Ganago,CMR,FW,Lens,Ligue 1,21,1999,14.5,0,0,0,16,48,11,17,10,3,3,0,0,46,22,31,41.5
Aleix García,ESP,MF,Eibar,La Liga,23,1997,4.9,1,0,0,5,1,0,3,4,4,0,0,0,40,6,2,75.0
